,publication_number,patent_title,appl_type,neutral_text
81,US10203523B2,Progressive power lens,utility,"['<p id=""p-0010"" num=""0009"">The present invention is devised in order to achieve the object described above.</p>', '<p id=""p-0011"" num=""0010"">According to a first aspect of the present invention, there is provided a progressive power lens including:</p>', '<p id=""p-0012"" num=""0011"">an object side surface;</p>', '<p id=""p-0013"" num=""0012"">an eyeball side surface; and</p>', '<p id=""p-0014"" num=""0013"">at least a near portion having a power for near vision,</p>', '<p id=""p-0015"" num=""0014"">wherein</p>', '<p id=""p-0016"" num=""0015"">the object side surface includes a power change in a vertical direction of the lens having a progressive refractive power function,</p>', '<p id=""p-0017"" num=""0016"">the eyeball side surface includes a power change in a horizontal direction of the lens having the progressive refractive power function,</p>', '<p id=""p-0018"" num=""0017"">when a surface refractive power in the horizontal direction is defined as DHn and a surface refractive power in the vertical direction is defined as DVn in a near power measurement point N in the object side surface, a relational expression of DHn<DVn is fulfilled, and</p>', '<p id=""p-0019"" num=""0018"">the near portion of the eyeball side surface has a shaped part in which the signs of positive and negative of a surface refractive power in the vertical direction of the lens and a surface refractive power in the horizontal direction of the lens are opposite to each other.</p>']"
82,US10203558B2,Liquid crystal display device,utility,"['<p id=""p-0023"" num=""0022"">The inventors focused on the fact that a liquid crystal display device having a reduced seal part width of 0.6 mm or less experiences a decrease in voltage holding ratio at the edge of a liquid crystal panel screen and the edge of a box pattern display, which can particularly cause defects such as burn-in and stains on the display screen. Thus, the inventors performed intensive studies and found that the defects are mainly due to radicals being generated from the seal part by exposure to light from a backlight and flowing out into a liquid crystal layer. As a result, the inventors found that adding at least one of a radical scavenger and an antioxidant to a liquid crystal layer can completely solve the above problem, thereby completing the present invention.</p>', '<p id=""p-0024"" num=""0023"">Thus, one aspect of the present invention may be a liquid crystal display device including an active-matrix liquid crystal panel and a backlight, wherein the liquid crystal panel includes a liquid crystal layer, a pair of substrates between which the liquid crystal layer is sandwiched, alignment layers disposed on surfaces of the pair of substrates facing the liquid crystal layer, and a seal part that bonds the pair of substrates to each other and that is disposed around the liquid crystal layer, and the liquid crystal panel is formed by a liquid crystal one-drop fill process, wherein the liquid crystal layer includes a liquid crystal material and at least one of a radical scavenger and an antioxidant, and the seal part has a width of 0.6 mm or less at least in part.</p>']"
83,US10203594B2,Projector,utility,"['<p id=""p-0008"" num=""0009"">The projector of the present invention includes: a projection unit that projects onto a projection surface a projected image that is based on image data; a detection unit that detects the direction of approach of an indication member or of the shadow of the indication member that has approached a detection region that includes the projected image; an icon memory unit that stores the image data of a plurality of icons; a decision unit that decides at least one of the display size of the icons, the display gaps between the icons, and the display positions of the icons, on the basis of the projection direction of the projected image and the direction of approach detected by the detection unit; and a projection control unit that projects the icons onto the display positions decided by the decision unit at the display sizes and display gaps decided by the decision unit.</p>', '<p id=""p-0009"" num=""0010"">The projector of the present invention is also characterized by being provided with a projection unit that projects onto a projection surface a projected image that is based on image data; an icon memory unit that stores the image data of a plurality of icons; a position memory unit that stores the display positions of the icons; a decision unit that decides at least one of the display size of the icons or the display gaps between the icons displayed along the projection direction of the projected image by a distance from the projection unit that is based on the display positions of the icons; and a projection control unit that projects each of the icons at the display sizes and display gaps decided by the decision unit.</p>', '<p id=""p-0010"" num=""0011"">The projector of the present invention is also characterized by being provided with a projection unit that projects onto a projection surface a projected image that is based on image data; a detection unit that detects the direction of approach of an indication member and the direction of approach of the shadow of the indication member that has approached a detection region that includes the projected image; an icon memory unit that stores image data of a plurality of icons; a decision unit that decides at least one of the display sizes of the icons, the display gaps between the icons, and the display positions of the icons, on the basis of the projection direction of the projected image and the direction of approach of the indication member and direction of approach of the shadow of the indication member detected by the detection unit; and a projection control unit that projects the icons at the display positions decided by the decision unit at the display sizes and display gaps decided by the decision unit.</p>']"
84,US10203597B2,Structure-manufacturing method using step-and-repeat imprinting technique,utility,"['<p id=""p-0011"" num=""0010"">According to the present invention, a method of manufacturing a structure is provided that includes: (a) forming a lamination including, on a transparent substrate, a resin layer of an imprinting photo curable resin composition containing a photopolymerizable monomer and 0.1 parts by mass or more respectively of a photo initiator and a polymerization inhibitor based on 100 parts by mass of the monomer; (b) pressing a fine pattern of a mold, having an area less than that of the resin layer and having the fine pattern, on the resin layer and covering the lamination with a shading mask to cause at least part of a region where the mold is pressed on in the resin layer to be an exposed region; (c) curing an area in the exposed region in the resin layer by radiating curing light to the resin layer; and (d) moving the mold to an uncured area in the resin layer and repeating steps (b) and (c) one or more times.</p>', '<p id=""p-0012"" num=""0011"">As another mechanism to suppress in-mask curing corrosion, the present inventor tried to add a relatively large amount of polymerization inhibitor to the photo curable resin composition constituting the resin layer to find out, in addition to suppression of in-mask curing corrosion, a phenomenon that the shape stability of the fine pattern barely decreased or did not decrease at all, and thus has come to complete the present invention.</p>', '<p id=""p-0013"" num=""0012"">Various embodiments of the present invention are exemplified below. Embodiments shown below may be combined with each other.</p>', '<p id=""p-0014"" num=""0013"">It is preferred that, in step (c), an area covered with the shading mask in the resin layer is cured in a width of 200 μm or less from an end of the shading mask. It is preferred that the shading mask is arranged on a side of the transparent substrate to cover the lamination, and the curing light is radiated from the side of the transparent substrate to the resin layer. It is preferred that a content of the polymerization inhibitor in the photo curable resin composition is 20 parts by mass or less based on 100 parts by mass of the monomer. It is preferred that mass of the polymerization inhibitor is 0.01 to 0.5 times mass of the photo initiator.</p>']"
85,US10203601B2,"Tetracarboxylic acid diester compound, polymer of polyimide precursor and method for producing same, negative photosensitive resin composition, patterning process, and method for forming cured film",utility,"['<p id=""p-0019"" num=""0016"">To solve the problems, according to the present invention,</p>', '<p id=""p-0020"" num=""0017"">it is provided a tetracarboxylic acid diester compound represented by the following general formula (1),</p>', '<p id=""p-0021"" num=""0018""><chemistry id=""CHEM-US-00003"" num=""00003"">']"
86,US10203616B2,"Electrophotographic photoreceptor, electrophotographic photoreceptor cartridge, and image forming apparatus",utility,"['<p id=""p-0011"" num=""0010"">The present inventors diligently made investigations. As a result, the inventors have found that it is possible to realize the remarkably excellent abrasion resistance while maintaining the residual potential, with a photoreceptor including a photosensitive layer which contains a charge transport substance, a binder resin, and a compound having a specific structure. The invention has been thus completed as follows.</p>', '<p id=""p-0012"" num=""0011"">The summary of the present invention is based on the following <1> to <11>.</p>', '<p id=""h-0008"" num=""0000""><1> An electrophotographic photoreceptor comprising: a conductive support; and a photosensitive layer on the conductive support,</p>', '<p id=""p-0013"" num=""0012"">wherein the photosensitive layer contains a charge transport substance, a binder resin, and a compound which has a molecular weight of equal to or less than 350, and is represented by General Formula (1):</p>', '<p id=""p-0014"" num=""0013""><chemistry id=""CHEM-US-00001"" num=""00001"">']"
87,US10203647B2,"Bearing member, end member, photoreceptor drum unit, developing roller unit, process cartridge, and manufacturing method of bearing member",utility,"['<p id=""p-0021"" num=""0022"">Hereinafter, the present invention will be described. Here, reference numerals of the drawings are written in parenthesis for easy understanding, but the present invention is not limited thereto.</p>', '<p id=""p-0022"" num=""0023"">According to the present invention, there is provided an end member (<b>40</b>) which is disposed in an end portion of a columnar rotating body (<b>20</b>, <b>306</b>), comprising: a bearing member (<b>41</b>); and a shaft member (<b>70</b>), in which the bearing member includes a main body (<b>45</b>) having a tubular body (<b>46</b>) and a holding portion (<b>50</b>) disposed on an inner side of the tubular body, and an intermediate member (<b>60</b>) held by the holding portion of the main body, in which one end side of the shaft member is held by the intermediate member, the intermediate member is snap-fit jointed to the holding portion of the main body to be rotatable around one axis, and the shaft member is snap-fit jointed to the intermediate member to be rotatable around an axis which is different from the axis of rotation of the intermediate member.</p>', '<p id=""p-0023"" num=""0024"">Here, the “columnar rotating body” means a solid rotating body which has a shape of a so-called round rod and rotates around the axis, and a hollow rotating body which has a so-called cylinder shape, and rotates around the axis.</p>', '<p id=""p-0024"" num=""0025"">In the end member (<b>40</b>) according to an aspect of the present invention, for example, the shaft member (<b>70</b>) includes a rotating shaft (<b>85</b>), a rotating force receiving portion (<b>71</b>) which is disposed at one end of the rotating shaft and receives a rotating force, a base end portion (<b>90</b>) which is disposed at the other end of the rotating shaft, and a rotating force transmission projection (<b>95</b>) which protrudes from the base end portion, the intermediate member (<b>60</b>) has an annular shape, in which the base end portion is disposed on an inner side of the annular shape, and the intermediate member includes a shaft member linking groove (<b>62</b>) into which the rotating force transmission projection is inserted, and the rotating force transmission projection and the shaft member linking groove are snap-fit jointed to each other.</p>', '<p id=""p-0025"" num=""0026"">In the end member (<b>40</b>) according to an aspect of the present invention, for example, the base end portion (<b>90</b>) of the shaft member (<b>70</b>) includes a part of a spherical surface, and the base end portion is provided with a void such that the base end portion does not come into contact with the intermediate member (<b>60</b>).</p>', '<p id=""p-0026"" num=""0027"">In the end member (<b>40</b>) according to an aspect of the present invention, for example, the intermediate member (<b>60</b>) includes a main body linking projection (<b>61</b>) which is a projection that is inserted into the holding portion (<b>50</b>), the holding portion includes a holding groove (<b>52</b>) which is a groove into which the main body linking projection is inserted, and the main body linking projection and the holding groove are snap-fit jointed to each other.</p>', '<p id=""p-0027"" num=""0028"">In the end member (<b>40</b>) according to an aspect of the present invention, for example, the axis of rotation of the intermediate member (<b>60</b>) and the axis of rotation of the shaft member (<b>70</b>) are disposed on the same plane.</p>', '<p id=""p-0028"" num=""0029"">According to the present invention, there is provided a bearing member (<b>41</b>) which is included in an end member (<b>40</b>) disposed in an end portion of a columnar rotating body (<b>20</b>, <b>306</b>), including: a main body (<b>45</b>) which has a tubular body (<b>46</b>) and a holding portion (<b>50</b>) disposed on an inner side of the tubular body; and an intermediate member (<b>60</b>) which is held by the holding portion of the main body, in which the intermediate member is snap-fit jointed to the holding portion of the main body to be rotatable around one axis.</p>', '<p id=""p-0029"" num=""0030"">According to the present invention, there is provided a bearing member (<b>41</b>) which is included in an end member (<b>40</b>) disposed in an end portion of a columnar rotating body (<b>20</b>, <b>306</b>), including: a main body (<b>45</b>) which has a tubular body (<b>46</b>) and a holding portion (<b>50</b>) disposed on an inner side of the tubular body, in which the holding portion includes a holding groove (<b>52</b>) which is a groove that extends in a direction along a direction in which an axis of the tubular body extends, and in which a snap-fit jointing protrusion portion (<b>52</b><i>b</i>) is formed at a part in the extending direction of the holding groove.</p>', '<p id=""p-0030"" num=""0031"">According to the present invention, there is provided a photoreceptor drum unit (<b>10</b>) including: a photoreceptor drum (<b>20</b>) which is the columnar rotating body; and the above-described end member (<b>40</b>) which is attached to at least one end portion in an axial direction of the photoreceptor drum.</p>', '<p id=""p-0031"" num=""0032"">According to the present invention, there is provided a developing roller unit (<b>305</b>) including: a developing roller (<b>306</b>) which is the columnar rotating body; and the above-described end member (<b>40</b>) which is attached to at least one end portion in an axial direction of the developing roller.</p>', '<p id=""p-0032"" num=""0033"">According to the present invention, there is provided a process cartridge including: a housing; and the above-described photoreceptor drum unit (<b>10</b>) which is held by the housing.</p>', '<p id=""p-0033"" num=""0034"">According to the present invention, there is provided a process cartridge including a housing; and the above-described developing roller unit (<b>305</b>) which is held by the housing.</p>', '<p id=""p-0034"" num=""0035"">According to the present invention, there is provided a manufacturing method of a bearing member which is a method of manufacturing the bearing member (<b>41</b>), comprising forming the holding groove (<b>52</b>) of the bearing member by an injection molding, in which the injection molding is performed by combining a protrusion portion (<b>131</b>), which does not include an undercut portion and is provided in a first mold (<b>130</b>) and a protrusion portion (<b>152</b>), which does not include an undercut portion and is provided in a second mold (<b>150</b>), and a mold release is performed by pulling apart the first mold and the second mold in opposite directions.</p>', '<p id=""p-0035"" num=""0036"">According to the present invention, there is provided a manufacturing method of a bearing member which is a method of manufacturing the bearing member (<b>41</b>), comprising forming the holding groove (<b>52</b>) of the bearing member by an injection molding, in which the injection molding is performed by protruding a mold portion (<b>232</b><i>b</i>) which is a piece having a shape of the holding groove, in a direction different from a releasing direction from a surface of a mold (<b>230</b>), and a mold release is performed after burying the mold portion into the surface of the mold.</p>']"
88,US10203650B2,Powder container and image forming apparatus,utility,"['<p id=""p-0013"" num=""0012"">A powder container according to the invention is insertable in an image forming apparatus and includes a main-body interlocking portion that is rotatable and protrudes toward an upstream side in an insertion direction in which the powder container is inserted. The image forming apparatus includes an identifier protrusion that protrudes toward the upstream side in the insertion direction to identify a type of the powder container. The powder container includes a container interlocking portion configured to interlock with the main-body interlocking portion; and an interlocked portion configured to interlock with the identifier protrusion. The interlocked portion is provided in a front end of the powder container in the insertion direction. The container interlocking portion stands outward from an outer circumference of the powder container. The container interlocking portion and the interlocked portion are rotated integrally.</p>']"
89,US10203681B2,Sequence-program-creation supporting apparatus,utility,"['<p id=""p-0016"" num=""0015"">There is provided a sequence-program-creation supporting apparatus according to an aspect of the present invention that supports work for creating a sequence program that a programmable logic controller configuring a control system is caused to execute, the sequence-program-creation supporting apparatus including: a storing unit in which dedicated command information including a command name of a dedicated command, which is executable by the programmable logic controller applicable to the control system, is stored for each of models of the programmable logic controller; dedicated-command-information reading out unit that reads out, when detecting that operation for inputting the dedicated command is performed on a sequence-program creation screen, from the storing section, the dedicated command information corresponding to a model of the programmable logic controller configuring the control system; and dedicated-command-list displaying unit that displays command names of dedicated commands in list on the basis of the dedicated command information read out from the storing section.</p>']"
90,US10203687B2,Numerical control device,utility,"['<p id=""p-0011"" num=""0011"">In order to solve the above-mentioned problems and achieve the object, the present invention provides a numerical control device controlling a machine tool capable of machining on orthogonal three axes, the numerical control device comprising: a parameter storage unit to store therein a noise-command allowable width to be used for determining whether to perform movement based on a movement command; and a path-correction processing unit to compare an absolute value of a movement amount according to a movement command in a command non-target axis direction that is a direction of an axis not included in a designated contour plane with the noise-command allowable width when a block of a machining program includes a movement command in the command non-target axis direction, determine the movement command in the command non-target axis direction to be a noise command when the absolute value of the movement amount according to the movement command in the command non-target axis direction is smaller than the noise-command allowable width, and perform path correction to set a movement amount according to the noise command to zero.</p>']"
91,US10203755B2,Input apparatus and control method for input apparatus,utility,"['<p id=""p-0016"" num=""0016"">In order to achieve the above object, an input apparatus according to a first aspect of the present invention includes:</p>', '<p id=""p-0017"" num=""0017"">a touch sensor configured to detect a touch input;</p>', '<p id=""p-0018"" num=""0018"">a piezoelectric element mounted on the touch sensor; and</p>', '<p id=""p-0019"" num=""0019"">a control unit configured to detect a pressure load on a touch face of the touch sensor based on an output signal of the piezoelectric element and, when the pressure load detected satisfies a standard to provide a tactile sensation, to drive the piezoelectric element such that the tactile sensation is provided to an object pressing the touch face.</p>', '<p id=""p-0020"" num=""0020"">A second aspect of the present invention is the input apparatus according to the first aspect, wherein the piezoelectric element has one end mounted on the touch sensor and the other end opened.</p>', '<p id=""p-0021"" num=""0021"">Moreover, in order to achieve the above object, a control method of an input apparatus according to a third aspect of the present invention including a touch sensor configured to detect a touch input and a piezoelectric element having one end mounted on the touch sensor and the other end opened, includes the step of: detecting a pressure load on a touch face of the touch sensor based on an output signal of the piezoelectric element and, when the pressure load detected satisfies a standard to provide a tactile sensation, driving the piezoelectric element such that the tactile sensation is provided to an object pressing the touch face.</p>']"
92,US10203850B2,"Data editing apparatus, data editing method, and data editing program",utility,"['<p id=""p-0018"" num=""0017"">The present invention includes a storage unit to store first project data including: a first group of screen data; and a first label list having allocation information for associating a label and a device name written in the first group of screen data with each other written therein, and second project data including: a second group of screen data; and a second label list having allocation information for associating a label and a device name written in the second group of screen data with each other written therein.</p>', '<p id=""p-0019"" num=""0018"">The present invention further includes: a temporary screen data creating unit to create temporary screen data based on screen data selected from among the first group of screen data; a temporary label list creating unit to create a temporary label list based on allocation information in the first label list including a label written in the temporary screen data; a temporary data changing unit to replace a label written in the temporary screen data and the temporary label list with a label that does not overlap with the label written in the second label list, when a label written in the temporary screen data and the temporary label list is written in the second label list; and a project data adding unit to add the changed temporary screen data to the second project data, and to add the allocation information written in the changed temporary label list to the second label list.</p>']"
93,US10203851B2,Defect classification apparatus and defect classification method,utility,"['<p id=""p-0017"" num=""0016"">Among the inventions disclosed in the present application, representative outlines of the inventions will be briefly described in the following.</p>', '<p id=""p-0018"" num=""0017"">(1) A GUI including: an unadded pane region that hierarchically displays folders which are sets of images having no class information added thereto; an image pane region that displays the images displayed in the unadded pane region, the displayed images having no classification added thereto; and a class pane region that displays images having classification added thereto, wherein by externally inputting class information for one image having no class information added thereto, the input class information is displayed.']"
94,US10204003B2,Memory device and storage apparatus,utility,"['<p id=""p-0008"" num=""0007"">To solve the above problem, a memory device according to an aspect of the present invention includes a plurality of non-volatile semiconductor memories, and a device controller that is coupled to the plurality of non-volatile semiconductor memories and coupled to a host apparatus which issues an instruction for accessing the plurality of non-volatile semiconductor memories. Each of the plurality of non-volatile semiconductor memories includes a plurality of storage circuits and a plurality of control circuits, the plurality of storage circuits are coupled to the device controller via the plurality of control circuits, respectively, each of the plurality of storage circuits includes a plurality of blocks, each block is a unit of erasure of data, each of the plurality of blocks includes a plurality of pages, each page is a unit of read and write of data, and the device controller is configured to, when the device controller reads data stored in a specific page in the plurality of non-volatile semiconductor memories to detect an uncorrectable error (UE) of the data stored in the specific page, execute a diagnosis process including specifying a specific storage circuit that is a storage circuit including the specific page, reading data stored in a block in a part of the specific storage circuit, and specifying, on the basis of a result of reading the data stored in the block in the part, a failure region in the specific storage circuit.</p>']"
95,US10204107B2,Recording and reproducing data based on conversion of data format,utility,"['<p id=""p-0015"" num=""0014"">According to the first aspect of the present disclosure, there is provided an information processing device including an application execution unit configured to perform a record data generation process according to a first file system, a second medium compatible file system unit configured to perform a data recording process according to a second file system different from the first file system, and a file conversion processing unit configured to perform a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing unit inputs a file compatible with the first file system and generated by the application execution unit, generates a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system, and outputs the generated file to the second medium compatible file system unit.</p>', '<p id=""p-0016"" num=""0015"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit divides a file compatible with the first file system and generated by the application execution unit to generate a plurality of divided files with a size which does not exceed a maximum allowable file size regulated in the second file system as files compatible with the second file system, and outputs the divided files to the second medium compatible file system unit.</p>', '<p id=""p-0017"" num=""0016"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit outputs a file compatible with the first file system and generated by the application execution unit to the second medium compatible file system unit by generating a file storing data with a size which is an integer multiple of a data size of an aligned unit regulated as an encryption processing unit in the first file system and is also an integer multiple of a data size of a cluster regulated as a minimum unit allocable to maintain file data in the second file system as a file compatible with the second file system.</p>', '<p id=""p-0018"" num=""0017"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit divides a file compatible with the first file system and generated by the application execution unit to generate a plurality of divided files with a size which does not exceed a maximum allowable file size regulated in the second file system. Of the plurality of divided files, the file conversion processing unit generates the divided files other than the final divided file by generating files storing data with a size which is an integer multiple of a data size of an aligned unit regulated as an encryption processing unit in the first file system and is also an integer multiple of a data size of a cluster regulated as a minimum unit allocable to maintain file data in the second file system as files compatible with the second file system, and generates the final divided file by generating a file storing data with a size which is an integer multiple of the data size of the aligned unit regulated as the encryption processing unit in the first file system as a file compatible with the second file system. The file conversion processing unit outputs the plurality of generated files compatible with the second file system to the second medium compatible file system unit.</p>', '<p id=""p-0019"" num=""0018"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit outputs the file compatible with the first file system and generated by the application execution unit to the second medium compatible file system unit by generating a file with a data size which is an integer multiple of 6 Kbytes, which is a data size of an aligned unit regulated as an encryption processing unit in the first file system, and is also an integer multiple of 32 Kbytes, which is a data size of a cluster regulated as a minimum unit allocable to maintain file data in the second file system, as the file compatible with the second file system.</p>', '<p id=""p-0020"" num=""0019"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit divides the file compatible with the first file system and generated by the application execution unit to generate a plurality of divided files with a size which does not exceed a maximum allowable file size regulated in the second file system as files compatible with the second file system, and sets a file name including identification information of a division source file and arrangement information of the divided file in each of the plurality of generated divided files.</p>', '<p id=""p-0021"" num=""0020"">According to the second aspect of the present disclosure, there is provided an information processing device including an application execution unit configured to perform a data reproducing process according to a first file system, a second medium compatible file system unit configured to perform a data reproducing process according to a second file system different from the first file system, and a file conversion processing unit configured to perform a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing unit inputs a plurality of divided files compatible with the second file system read from a second medium by the second medium compatible file system unit, generates the file compatible with the first file system by connecting the plurality of input divided files according to file names, and outputs the generated file to the application execution unit. The divided file is a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system.</p>', '<p id=""p-0022"" num=""0021"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit acquires a source packet number indicating a packet position corresponding to a time stamp serving as reproduction start position information from an EP map recorded in a clip information file and calculates a reproduction start position through a calculation process to which the acquired source packet number is applied.</p>', '<p id=""p-0023"" num=""0022"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit specifies an aligned unit having the reproduction start position by dividing the source packet number by the number of constituent packets of the aligned unit regulated as an encryption processing unit in the first file system.</p>', '<p id=""p-0024"" num=""0023"">In an embodiment of the information processing device of the present disclosure, the file conversion processing unit further calculates the number of bytes from a file beginning of the reproduction start position by performing a calculation process to which the number of constituent bytes of the aligned unit is applied.</p>', '<p id=""p-0025"" num=""0024"">According to the third aspect of the present disclosure, there is provided an information recording medium recording a file according to a second file system different from a first file system suitable for a data reproducing process in an application execution unit of an information processing device. The information recording medium has, as record data, a plurality of divided files obtained by dividing a file compatible with the first file system and generated by the application execution unit. The divided file is a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system.</p>', '<p id=""p-0026"" num=""0025"">In an embodiment of the information recording medium of the present disclosure, the divided file is a file with a size which does not exceed a maximum allowable file size regulated in the second file system and is a file storing data with a size which is an integer multiple of a data size of an aligned unit regulated as an encryption processing unit in the first file system and is also an integer multiple of a data size of a cluster regulated as a minimum unit allocable to maintain file data in the second file system.</p>', '<p id=""p-0027"" num=""0026"">In an embodiment of the information recording medium of the present disclosure, each of the divided files is a file in which a file name including identification information of a division source file and arrangement information of the divided file is set.</p>', '<p id=""p-0028"" num=""0027"">According to the fourth aspect of the present disclosure, there is provided an information processing method performed by an information processing device, the information processing method including an application execution step of performing, by an application execution unit, a record data generation process according to a first file system, a step of performing, by a second medium compatible file system unit, a data recording process according to a second file system different from the first file system, and a file conversion processing step of performing, by a file conversion processing unit, a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing step is a step of, by the file conversion processing unit, inputting a file compatible with the first file system and generated by the application execution unit, generating a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system, and outputting the generated file to the second medium compatible file system unit.</p>', '<p id=""p-0029"" num=""0028"">According to the fifth aspect of the present disclosure, there is provided an information processing method performed by an information processing device, the information processing method including an application execution step of performing, by an application execution unit, a data reproducing process according to a first file system, a step of performing, by a second medium compatible file system unit, a data reproducing process according to a second file system different from the first file system, and a file conversion processing step of performing, by a file conversion processing unit, a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing step is a step of, by the file conversion processing unit, inputting a plurality of divided files compatible with the second file system read from a second medium by the second medium compatible file system unit, generating the file compatible with the first file system by connecting the plurality of input divided files according to file names, and outputting the generated file to the application execution unit. The divided file is a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system.</p>', '<p id=""p-0030"" num=""0029"">According to the sixth aspect of the present disclosure, there is provided a program for causing an information processing device to perform information processing and causing an application execution unit to perform an application execution step of performing a record data generation process according to a first file system, a second medium compatible file system unit to perform a step of performing a data recording process according to a second file system different from the first file system, and a file conversion processing unit to perform a file conversion processing step of performing a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing step is a step of causing the file conversion processing unit to input a file compatible with the first file system and generated by the application execution unit, generate a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system, and output the generated file to the second medium compatible file system unit.</p>', '<p id=""p-0031"" num=""0030"">According to the seventh aspect of the present disclosure, there is provided a program for causing an information processing device to perform information processing and causing an application execution unit to perform an application execution step of performing a data reproducing process according to a first file system, a second medium compatible file system unit to perform a step of performing a data reproducing process according to a second file system different from the first file system, and a file conversion processing unit to perform a file conversion processing step of performing a conversion process between a file compatible with the first file system and a file compatible with the second file system. The file conversion processing step is a step of causing the file conversion processing unit to input a plurality of divided files compatible with the second file system read from a second medium by the second medium compatible file system unit, generate the file compatible with the first file system by connecting the plurality of input divided files according to file names, and output the generated file to the application execution unit. The divided file is a file compatible with the second file system and storing data with a size which is an integer multiple of a data size of a data processing unit in the first file system and is also an integer multiple of a data size of a data processing unit in the second file system.</p>', '<p id=""p-0032"" num=""0031"">Note that the program according to the present disclosure is a program that can be provided in a storage medium or communication medium that is provided in a computer-readable form for an image processing device or a computer system that is capable of executing various types of program code, for example. Providing this sort of program in a computer-readable form makes it possible to implement the processing according to the program in the image processing device or the computer system.</p>', '<p id=""p-0033"" num=""0032"">The object, features, and advantages of the present disclosure will be made clear later by a more detailed explanation that is based on the embodiments of the present disclosure and the appended drawings. Furthermore, the system in this specification is not limited to being a configuration that logically aggregates a plurality of devices, all of which are contained within the same housing.</p>']"
96,US10204321B2,Device for searching and method for searching for similar breakdown cases,utility,"['<p id=""p-0010"" num=""0009"">In order to solve the above problem, the device for searching for similar breakdown cases according to the present invention includes: a first means that detects a signal abnormality from a repair target machine, calculates correlations between the signal abnormality and past abnormality cases by means of quantification, and regards the past abnormality cases as similar abnormality cases; a second means that obtains the component repair histories of the repair target machine in the similar abnormality cases by means of quantification; and a third means that, in accordance with the quantified correlations and the quantified component repair histories, determines and provides the priority levels of the plural past similar abnormality cases.</p>', '<p id=""p-0011"" num=""0010"">In order to solve the above problem, in the method for searching for similar breakdown cases according to the present invention, a signal abnormality from a repair target machine is detected, the correlations between the signal abnormality and past abnormality cases are calculated by means of quantification, the past abnormality cases are regarded as similar abnormality cases; the component repair histories of the repair target machine in the similar abnormality cases are quantified; and the priority levels of the plural past similar abnormality cases are determined in accordance with the quantified correlations and the quantified component repair histories.</p>']"
97,US10204404B2,Image processing device and image processing method,utility,"['<p id=""p-0011"" num=""0010"">According to an aspect of the present disclosure, there is provided an image processing apparatus including: circuitry configured to generate an image of a subject under an illumination environment based on illumination information, from subject information which is associated with illumination of the subject and from the illumination information, wherein the illumination information is acquired on the basis of a virtual illumination body within a real space.</p>', '<p id=""p-0012"" num=""0011"">According to another aspect of the present disclosure, there is provided an image processing method including: generating an image of a subject under an illumination environment based on illumination information, from subject information which is associated with illumination of the subject and from the illumination information, wherein the illumination information is acquired on the basis of a virtual illumination body within a real space.</p>', '<p id=""p-0013"" num=""0012"">According to another aspect of the present disclosure, there is provided a non-transitory computer-readable medium having embodied thereon a program, which when executed by a computer causes the computer to execute an image processing method, the method including: generating an image of a subject under an illumination environment based on illumination information, from subject information which is associated with illumination of the subject and from the illumination information, wherein the illumination information is acquired on the basis of a virtual illumination body within a real space.</p>']"
