,publication_number,patent_title,appl_type,neutral_text
147,US10175831B2,Display device with a capacitive touch panel,utility,"['<p id=""p-0017"" num=""0016"">To solve the above problem, intense study was made and the study gave an idea of forming conductive layers on both surfaces of an optical member that is used in a display device with a capacitive touch panel for imparting a phase difference to light, such as a phase difference film, a quarter wavelength plate, or a circularly polarizing plate, to eliminate the need for transparent base plates for forming the conductive layers, thereby reducing the thickness of the display device with a capacitive touch panel.</p>', '<p id=""p-0018"" num=""0017"">To solve the aforementioned problem advantageously, according to a first aspect of the disclosure, there is provided a display device with a capacitive touch panel comprising a laminate between a display panel and a cover layer, the laminate having a viewing-side polarizing plate, a first conductive layer, a second conductive layer, and a substrate, wherein the first conductive layer, the second conductive layer, and the substrate are positioned closer to the cover layer than is the viewing-side polarizing plate, and the first conductive layer is positioned closer to the cover layer than is the second conductive layer, the first conductive layer and the second conductive layer are arranged apart from each other in a stacking direction so as to form a capacitive touch sensor, the first conductive layer is formed on a surface of the substrate on the side of the cover layer, the second conductive layer is formed on a surface of the substrate on the side of the display panel, the substrate has an optical film with a phase difference of (2n−1)λ/4, where n is a positive integer, the viewing-side polarizing plate has a polarizing film, and a slow axis of the optical film intersects a transmission axis of the polarizing film at an angle of about 45° as viewed in the stacking direction. In this way, by providing the substrate closer to the cover layer than is the viewing-side polarizing plate, the substrate having the optical film for imparting a predetermined phase difference to light, and by setting the angle at which the slow axis of the optical film and the transmission axis of the polarizing film intersect to about 45°, the display device with a touch panel can be operated by the operator even through polarized sunglasses. In addition, when the first conductive layer and the second conductive layer are both formed on the substrate, it is possible to reduce transparent base plates for forming the conductive layers and simplify the structure of the touch sensor, thereby reducing the thickness between the display panel and the cover layer.</p>', '<p id=""p-0019"" num=""0018"">In the first aspect, “about 45°” covers angles of, for example, 45°±10°, at which linearly polarized light traveling from the display panel side through the viewing-side polarizing plate towards the cover layer side can be converted by the optical film of the substrate into circularly polarized light or elliptically polarized light to enable operation through polarized sunglasses.</p>', '<p id=""p-0020"" num=""0019"">To solve the aforementioned problem advantageously, according to a second aspect of the disclosure, there is provided a display device with a capacitive touch panel comprising a laminate between a display panel and a cover layer, the laminate having a viewing-side polarizing plate, a first conductive layer, a second conductive layer, and a display panel-side substrate, wherein the first conductive layer, the second conductive layer, and the display panel-side substrate are positioned closer to the display panel than is the viewing-side polarizing plate, and the first conductive layer is positioned closer to the cover layer than is the second conductive layer, the first conductive layer and the second conductive layer are arranged apart from each other in a stacking direction so as to form a capacitive touch sensor, the first conductive layer is formed on a surface of the display panel-side substrate on the side of the cover layer, and the second conductive layer is formed on a surface of the display panel-side substrate on the side of the display panel. In this way, when the first conductive layer and the second conductive layer are both formed on the display panel-side substrate, it is possible to reduce transparent base plates for forming conductive layers and simplify the structure of the touch sensor, thereby reducing the thickness between the display panel and the cover layer.</p>', '<p id=""p-0021"" num=""0020"">Here, in the display device with a capacitive touch sensor according to the second aspect, it is preferred (i) the display device further comprises an optical film with a phase difference of (2n−1)λ/4, where n is a positive integer, between the cover layer and the viewing-side polarizing plate, the viewing-side polarizing plate has a polarizing film, and a slow axis of the optical film intersects a transmission axis of the polarizing film at an angle of about 45° as viewed in the stacking direction, and/or (ii) the display panel-side substrate has a phase difference film for optical compensation. In this way, by providing the optical film for imparting a predetermined phase difference to light closer to the cover layer than is the viewing-side polarizing plate, and by setting the angle at which the slow axis of the optical film and the transmission axis of the polarizing film intersect to about 45°, the display device with a touch panel can be operated by the operator even through polarized sunglasses. In addition, when the display panel-side substrate having the phase difference film for optical compensation is provided closer to the display panel than is the viewing-side polarizing plate, it is possible to compensate for viewing angle dependence, a light leakage phenomenon occurring at the polarizing plate at the time of oblique angle viewing, and the like.</p>', '<p id=""p-0022"" num=""0021"">In the second aspect, “about 45°” covers angles of, for example, 45°±10°, at which linearly polarized light traveling from the display panel side through the viewing-side polarizing plate towards the cover layer side can be converted by the optical film into circularly polarized light or elliptically polarized light to enable operation through polarized sunglasses.</p>', '<p id=""p-0023"" num=""0022"">In the first and second aspects, it is also preferred that the display panel is a liquid crystal panel.</p>', '<p id=""p-0024"" num=""0023"">To solve the aforementioned problem advantageously, according to a third aspect of the disclosure, there is provided a display device with a capacitive touch panel comprising a laminate between a display panel and a cover layer, the laminate having a circularly polarizing plate, a first conductive layer, and a second conductive layer, wherein the circularly polarizing plate comprises a substrate and a polarizing plate, the first conductive layer, the second conductive layer, and the substrate are positioned closer to the display panel than is the polarizing plate, and the first conductive layer is positioned closer to the cover layer than is the second conductive layer, the first conductive layer and the second conductive layer are arranged apart from each other in a stacking direction so as to form a capacitive touch sensor, the first conductive layer is formed on a surface of the substrate on the side of the cover layer, the second conductive layer is formed on a surface of the substrate on the side of the display panel, the substrate has an optical film with a phase difference of λ/4, and the polarizing plate has a polarizing film. In this way, when the circularly polarizing plate comprising, at a position closer to the display panel than is the polarizing plate, the substrate having the optical film for imparting a phase difference of λ/4 to light is provided between the display panel and the cover layer, it is possible to prevent reflected light of incident external light from making visual recognition of the displayed content difficult. In addition, when the first conductive layer and the second conductive layer are both formed on the substrate, transparent base plates are no longer needed for forming the conductive layers, and it is thus possible to simplify the structure of the touch sensor, thereby reducing the thickness between the display panel and the cover layer.</p>', '<p id=""p-0025"" num=""0024"">As used herein, the “circularly polarizing plate” refers to a member that is capable of converting light incident from the cover layer side towards the display panel side into linearly polarized light, then converting the linearly polarized light into circularly polarized light, and further converting reverse circularly polarized light resulting from the circularly polarized light reflected at the display panel, into another linearly polarized light orthogonal to the linearly polarized light, to thereby prevent transmission of the reflected light into the cover layer side, and that comprises at least: a polarizing plate; and an optical film with a phase difference of λ/4 arranged closer to the display panel than is the polarizing plate. Specifically, examples of the “circularly polarizing plate” include: one having a polarizing plate formed with a polarizing film and an optical film with a phase difference of λ/4 sequentially stacked in a manner such that a slow axis of the optical film intersects a transmission axis of the polarizing film at a predetermined angle; and one having, as described later, a polarizing plate formed with a polarizing film, an optical film with a phase difference of λ/2, and an optical film with a phase difference of λ/4 sequentially stacked in a manner such that respective slow axes of the optical films intersect a transmission axis of the polarizing film at a predetermined angle. It is noted that the polarizing plate and optical films constituting the polarizing plate may be arranged apart from each other in the stacking direction, or another member may be interposed between the polarizing plate and the optical films, or alternatively, between the optical films.</p>', '<p id=""p-0026"" num=""0025"">In the third aspect, it is also preferred that as viewed in the stacking direction, the slow axis of the optical film intersects the transmission axis of the polarizing film at an angle of about 45°. By setting the angle at which the slow axis of the optical film and the transmission axis of the polarizing film intersect to about 45°, and by forming a circularly polarizing plate with the use of the polarizing plate and the optical film with a phase difference of λ/4, it is possible to prevent reflected light of incident external light from making visual recognition of the displayed content difficult.</p>', '<p id=""p-0027"" num=""0026"">In the third aspect, “about 45°” covers angles of, for example, 45°±5°, at which it is possible to prevent reflected light of incident external light from making visual recognition of the displayed content difficult.</p>', '<p id=""p-0028"" num=""0027"">Moreover, in the third aspect, the optical film preferably has reverse wavelength dispersion characteristics. In this way, the phase difference imparted to light incident on the optical film increases in absolute value with increasing wavelength of the light and decreases in absolute value with decreasing wavelength of the light, and therefore desirable polarization characteristics can be obtained over a wide wavelength range, which makes it possible to convert linearly polarized light into circularly polarized light in a favorable manner.</p>', '<p id=""p-0029"" num=""0028"">In addition, in the display device with a capacitive touch panel according to the third aspect, it is preferred that the circularly polarizing plate further comprises a polarizing plate-side substrate positioned between the substrate and the polarizing plate, the polarizing film is positioned at a surface of the polarizing plate on the side of the display panel, the polarizing plate-side substrate is bonded to a surface of the polarizing film on the side of the display panel, a slow axis of the optical film intersects a transmission axis of the polarizing film at an angle of about 75° as viewed in the stacking direction, the polarizing plate-side substrate has another optical film with a phase difference of λ/2, and a slow axis of said another optical film intersects the transmission axis of the polarizing film at an angle of about 15° as viewed in the stacking direction. By setting the angle at which the slow axis of the optical film and the transmission axis of the polarizing film intersect to about 75°, and the angle at which the slow axis of said another optical film and the transmission axis of the polarizing film intersect to about 15°, it is possible to form a so-called wideband quarter wavelength plate by using the optical film and said another optical film, to yield desired polarization characteristics in a wide wavelength range, and to convert linearly polarized light into circularly polarized light favorably. Therefore, it is possible to prevent reflected light of incident external light from making visual recognition of the displayed content difficult. In addition, when the polarizing film is positioned at the surface of the polarizing plate on the side of the display panel and the polarizing plate-side substrate is bonded to the surface of the polarizing film on the side of the display panel, it is possible to use the polarizing plate-side substrate as a protective film for the polarizing film. As a result, the display panel-side protective film of the polarizing plate is no longer needed, and the thickness of the polarizing plate can be reduced.</p>', '<p id=""p-0030"" num=""0029"">In the third aspect, “about 75°” and “about 15°” cover angles of, for example, “75°±5°” and “15°±5°”, respectively, at which it is possible to form a wideband quarter wavelength plate to prevent reflected light of incident external light from making visual recognition of the displayed content difficult. Additionally, “about 75°” and “about 15°” represent angles measured in the same direction with respect to the transmission axis of the polarizing film.</p>', '<p id=""p-0031"" num=""0030"">Moreover, in the display device with a capacitive touch panel according to the third aspect, it is preferred that the circularly polarizing plate further comprises a polarizing plate-side substrate positioned between the substrate and the polarizing plate, the polarizing film is positioned at a surface of the polarizing plate on the side of the display panel, the polarizing plate-side substrate is bonded to a surface of the polarizing film on the side of the display panel, a slow axis of the optical film intersects a transmission axis of the polarizing film at an angle of about 90° as viewed in the stacking direction, the polarizing plate-side substrate has another optical film with a phase difference of λ/2, and a slow axis of said another optical film intersects the transmission axis of the polarizing film at an angle of about 22.5° as viewed in the stacking direction. By setting the angle at which the slow axis of the optical film and the transmission axis of the polarizing film intersect to about 90°, and the angle at which the slow axis of said another optical film and the transmission axis of the polarizing film intersect to about 22.5°, it is possible to form a so-called wideband quarter wavelength plate by using the optical film and said another optical film, to yield desired polarization characteristics in a wide wavelength range, and to convert linearly polarized light into circularly polarized light favorably. Therefore, it is possible to prevent reflected light of incident external light from making visual recognition of the displayed content difficult. In addition, when the polarizing film is positioned at the surface of the polarizing plate on the side of the display panel and the polarizing plate-side substrate is bonded to the surface of the polarizing film on the side of the display panel, it is possible to use the polarizing plate-side substrate as a protective film for the polarizing film. As a result, the display panel-side protective film of the polarizing plate is no longer needed, and the thickness of the polarizing plate can be reduced.</p>', '<p id=""p-0032"" num=""0031"">In the third aspect, “about 90°” and “about 22.5°” cover angles of, for example, “90°±5°” and “22.5°±5°”, respectively, at which it is possible to form a wideband quarter wavelength plate to prevent reflected light of incident external light from making visual recognition of the displayed content difficult. Additionally, “about 90°” and “about 22.5°” represent angles measured in the same direction with respect to the transmission axis of the polarizing film.</p>', '<p id=""p-0033"" num=""0032"">Moreover, in the third aspect, the display panel preferably comprises an organic EL display panel.</p>', '<p id=""p-0034"" num=""0033"">Additionally, in the display device with a capacitive touch panel according to the first to third aspects, it is preferred that the optical film, the phase difference film, and/or said another optical film has a relative permittivity of 2 or more and 5 or less. It is also preferred that the optical film, the phase difference film, and/or said another optical film has a saturated water absorption of 0.01 mass % or less. Moreover, the optical film, the phase difference film, and/or said another optical film is preferably formed from cycloolefin polymer, polycarbonate, polyethylene terephthalate, or triacetyl cellulose, and is more preferably a cycloolefin polymer without a polar group. When the aforementioned optical film, the phase difference film, and/or said another optical film is used in the substrate and/or the polarizing plate-side substrate, a capacitive touch sensor can be formed favorably.</p>', '<p id=""p-0035"" num=""0034"">As used herein, the “relative permittivity” may be measured in accordance with ASTM D150. Also, as used herein, the “saturated water absorption” may be measured following ASTM D570.</p>', '<p id=""p-0036"" num=""0035"">Additionally, in the display device with a capacitive touch panel according to the first to third aspects, it is preferred that the optical film and/or said another optical film is an obliquely stretched film. When the optical film and/or said another optical film is an obliquely stretched film, a laminate including the polarizing plate and the optical film and/or said another optical film can be produced easily by a roll-to-roll process.</p>']"
148,US10175878B2,Electronic apparatus,utility,"['<p id=""p-0018"" num=""0017"">In order to solve the above problems, an electronic apparatus according to a first invention includes; a display unit for displaying an object; a touch sensor for detecting a touch to the display unit; a load detection unit for detecting a pressure load on a touch face of the touch sensor; and a control unit for controlling to start drag processing of the object based on detection of the touch to the object by the touch sensor and detection by the load detection unit, wherein the control unit controls the load detection unit to stop detection after the drag processing is started.</p>', '<p id=""p-0019"" num=""0018"">The electronic apparatus according to a second invention is characterized in that the control unit controls to start the drag processing of the object if a pressure load meeting a predetermined load standard is detected by the load detection unit and sliding originated from a position of the touch to the object is detected.</p>', '<p id=""p-0020"" num=""0019"">The electronic apparatus according to a third invention is characterized in that the control unit controls the load detection unit to resume detection if the sliding is no longer detected after the start of the drag processing of the object, and if a pressure load detected by the load detection unit at time of resuming fails to meet the predetermined load standard, sets the predetermined load standard to a load standard lower than the pressure load detected.</p>', '<p id=""p-0021"" num=""0020"">The electronic apparatus according to a fourth invention is characterized in that the control unit sets the load standard lower than the pressure load detected to a load standard which is lower than the pressure load detected by a difference between the pressure load detected by the load detection unit at the start of the drag processing and the predetermined load standard, as the predetermined load standard.</p>', '<p id=""p-0022"" num=""0021"">The electronic apparatus according to a fifth invention is characterized in that the control unit controls to end the drag processing based on detection by the touch sensor after the start of the drag processing.</p>', '<p id=""p-0023"" num=""0022"">An electronic apparatus according to a sixth invention includes: a display unit for displaying an object; a touch sensor for detecting a touch to the display unit; a load detection unit for detecting a pressure load on a touch face of the touch sensor; a haptic presentation unit for presenting a haptic sense to a touch object touching the touch face; and a control unit for controlling to start drag processing of the object based on detection of the touch to the object by the touch sensor and detection by the load detection unit, wherein the control unit controls such that the load detection unit stops detection from the start of the drag processing until a sliding speed of the touch object for the drag processing of the object no longer meets a predetermined speed standard and that, after the sliding speed of the touch object for the drag processing of the object fails to meet the predetermined speed standard, the haptic sense is presented to the touch object when the load detection unit detects a load standard failing to meet a load standard for presenting the haptic sense and the drag processing is ended.</p>']"
149,US10175931B2,Signal processing device and signal processing method,utility,"['<p id=""p-0014"" num=""0013"">In order to solve the problem, according to the present technology, there is provided a signal processing device including</p>', '<p id=""p-0015"" num=""0014"">a display control unit configured to cause a necessary display unit to display an image that corresponds to a place specified from designated position information,</p>', '<p id=""p-0016"" num=""0015"">a sound collection signal input unit configured to input a sound collection signal of a sound collection unit that collects a sound produced by a user with a plurality of microphones disposed to surround the user,</p>', '<p id=""p-0017"" num=""0016"">an acoustic signal processing unit configured to perform a first acoustic signal process for reproducing a sound field in which the sound produced by the user is sensed as if the sound were echoing in the place specified from the position information on the signal input by the sound collection signal input unit, based on a first transfer function that is measured in the place specified from the designated position information to indicate how a sound emitted on a closed surface inside the place echoes in the place and then is transferred to the closed surface side, and</p>', '<p id=""p-0018"" num=""0017"">a sound emission control unit configured to cause a sound that is based on the signal that has undergone the first acoustic signal process by the acoustic signal processing unit to be emitted from a plurality of speakers disposed to surround the user.</p>', '<p id=""p-0019"" num=""0018"">In addition, according to the present technology, there is provided a signal processing method using a display unit, a sound collection unit that collects a sound produced by a user with a plurality of microphones disposed to surround the user, and a sound emission unit that performs sound emission with a plurality of speakers disposed to surround the user, the method including</p>', '<p id=""p-0020"" num=""0019"">a display control procedure in which an image that corresponds to a place specified from designated position information is caused to be displayed on the display unit,</p>', '<p id=""p-0021"" num=""0020"">an acoustic signal processing procedure in which a first acoustic signal process for reproducing a sound field in which a sound produced by the user is sensed as if the sound were echoing in the place specified from the position information is performed on a sound collection signal of the sound collection unit, based on a first transfer function that is measured in the place specified from the designated position information to indicate how a sound emitted from a closed surface side inside the place echoes in the place and then is transferred to the closed surface side, and</p>', '<p id=""p-0022"" num=""0021"">a sound emission control procedure in which a sound that is based on the signal that has undergone the first acoustic signal process in the acoustic signal processing procedure is caused to be emitted from the sound emission unit.</p>', '<p id=""p-0023"" num=""0022"">According to the present technology, an image that corresponds to a place specified from designated position information is presented and a sound field in which a sound produced by a user is sensed as if it were echoing in the place specified from the designated position information is provided to the user.</p>', '<p id=""p-0024"" num=""0023"">Here, in order to increase a sense of presence and a sense of immersion, the presence of a “sound” that expresses spatial information as well as an image is important. Thus, according to the present technology, a sense of immersion for a user can be heightened more than when only image information is presented.</p>']"
150,US10175940B2,"Managing device, management method, recording medium, and program",utility,"['<p id=""p-0009"" num=""0008"">To accomplish the above objective, a managing device according to a first aspect of the present disclosure includes: a display that displays, as a selectable object, a process executable under a current state; an inputter that accepts an inputting with voice; a selector which compares the displayed process with the inputting accepted while the selectable object is being displayed, and which selects any one of the displayed processes; an executor that executes the selected process; and a state changer that changes the current state to a new state based on the current state and a result of the selected process upon completion of the selected process, in which when the selected process starts, the display displays, as a pre-settable object, a process becoming executable in a state prospectively changed upon completion of the selected process.</p>', '<p id=""p-0010"" num=""0009"">The managing device of the first aspect may further include a pre-setter which compares the process displayed as the pre-settable object with an inputting accepted while the pre-settable object is being displayed, and which pre-sets any one of the processes displayed as the pre-settable objects, in which the selector may select the pre-set process when the displayed processes contain the pre-set process.</p>', '<p id=""p-0011"" num=""0010"">In the managing device of the first aspect, when the displayed processes contain the pre-set process, the display may display the pre-set process in a highlighted manner.</p>', '<p id=""p-0012"" num=""0011"">In the managing device of the first aspect, when the processes to be displayed contain a plurality of pre-set processes, the display may display and narrows down the processes to be displayed to the pre-set processes.</p>', '<p id=""p-0013"" num=""0012"">The managing device of the first aspect may further include a memory that stores, in association with each other, a process displayed as the selectable object or the pre-settable object, and a necessary time for the executor to execute that process, in which the display displays the necessary time to execute the process displayed as the selectable object while the selectable object is being displayed.</p>', '<p id=""p-0014"" num=""0013"">In the managing device of the first aspect, when the selected process starts, the display may display, as the pre-settable object, a process among the processes becoming executable under a state prospectively changed by the state changer upon completion of the selected process and in compliance with a predetermined criterion.</p>', '<p id=""p-0015"" num=""0014"">In the managing device of the first aspect, the state changer may change the state in accordance with a provided state transition diagram and an assigned process; and the managing device may further include a calculator that calculates a necessary time for the executor to execute a process associated with a state change when the state changer changes the state in accordance with the provided state transition diagram and the assigned process.</p>', '<p id=""p-0016"" num=""0015"">In the managing device of the first aspect, the state changer may change the state in accordance with a provided state transition diagram and an assigned process; and the managing device may further include an identifier that identifies, when the state changer changes the state in accordance with the provided state transition diagram and the assigned process and a number of changes from a given state to a predetermined state exceeds a threshold value, the given state.</p>', '<p id=""p-0017"" num=""0016"">To accomplish the above objective, a management method according to a second aspect of the present disclosure includes: a display step for displaying, as a selectable object, a process executable under a current state; an inputting step for accepting an inputting with voice; a selecting step for comparing the displayed process with the inputting accepted while the selectable object is being displayed, and of selecting any one of the displayed processes; an executing step for executing the selected process; and a changing step for changing the current state to a new state based on the current state and a result of the selected process upon completion of the selected process, in which in the display step, when the selected process starts, a process becoming executable in a state prospectively changed upon completion of the selected process as a pre-settable object.</p>', '<p id=""p-0018"" num=""0017"">To accomplish the above objective, a computer-readable non-transitory recording medium according to a third aspect of the present disclosure has stored therein a program that causes a computer to realize: a display function that displays, as a selectable object, a process executable under a current state; an inputting function that accepts an inputting with voice; a selecting function which compares the displayed process with the inputting accepted while the selectable object is being displayed, and which selects any one of the displayed processes; an executing function that executes the selected process; and a state-changing function that changes the current state to a new state based on the current state and a result of the selected process upon completion of the selected process, in which when the selected process starts, the display function displays, as a pre-settable object, a process becoming executable in a state prospectively changed upon completion of the selected process.</p>', '<p id=""p-0019"" num=""0018"">To accomplish the above objective, a program according to a fourth aspect of the present disclosure causes a computer to realize: a displaying function that displays, as a selectable object, a process executable under a current state; an inputting function that accepts an inputting with voice; a selecting function which compares the displayed process with the inputting accepted while the selectable object is being displayed, and which selects any one of the displayed processes; an executing function that executes the selected process; and a state-changing function that changes the current state to a new state based on the current state and a result of the selected process upon completion of the selected process, in which when the selected process starts, the display function displays, as a pre-settable object, a process becoming executable in a state prospectively changed upon completion of the selected process.</p>']"
151,US10176001B2,"Simulation device, simulation method, and computer readable medium",utility,"['<p id=""p-0014"" num=""0013"">A simulation device according to one aspect of the present invention is to simulate execution of a program in a system using a cache for reading an instruction in the program, the simulation device comprising:</p>', '<p id=""p-0015"" num=""0014"">a storage medium to store guest code wherein the instruction in the program is described in an executable form in the system;</p>', '<p id=""p-0016"" num=""0015"">a buffer to store host code wherein the instruction in the program is described in an executable form in the simulation device;</p>', '<p id=""p-0017"" num=""0016"">an execution unit to execute the instruction described in the host code stored in the buffer; and</p>', '<p id=""p-0018"" num=""0017"">a processing unit, when host code wherein a next instruction being an instruction to be executed by the execution unit next is described is not stored in the buffer, to read from the storage medium a guest code group with a size of a cache line being a unit whereby the instruction in the program is stored in the cache, the guest code group including guest code wherein the next instruction is described, to convert the guest code group read, to generate a host code group including the host code wherein the next instruction is described, and to collectively write the host code group generated, as a host code block, in the buffer.</p>']"
152,US10176140B2,HDMI apparatus of high-definition TV has switching circuit that outputs low-level/ground potential to second pin of HDMI connector if a first signal is not outputted,utility,"['<p id=""p-0038"" num=""0037"">In order to achieve the object, according to an aspect of the present invention, there is provided an electronic device includes: a connector to which an external device is connected to via a signal cable and that includes at least first and second pins, a predetermined voltage being supplied from the external device to the first pin; a controller that includes a communication unit to which a signal is input from the external device via a pin other than the first and second pins of the connector and that outputs, when the communication unit is in an activated state, a first signal that indicates that the communication unit is in the activated state; and an output unit that outputs, when the first signal has not been output, a first detection signal indicating that a connection has not been established with the external device to the external device via the second pin.</p>', '<p id=""p-0039"" num=""0038"">According to another aspect of the present invention, there is provided a communication system that includes: a sink device that includes the electronic device according to any one of claims <b>1</b> to <b>16</b>; and a source device to which the sink device is connected to via a communication cable, wherein the source device supplies a predetermined voltage to the sink device, and recognizes, when receiving a detection signal of the predetermined voltage from the sink device, that it is connected to the sink device.</p>', '<p id=""p-0040"" num=""0039"">According to yet another aspect of the present invention, there is provided a hot-plug control method implemented in an electronic device that includes a connector to which an external device is connected via a signal cable and that includes at least first and second pins, the method comprising: outputting, when a predetermined voltage has been supplied from the external device to the first pin in a state where a communication unit to which a signal is input from the external device via a pin other than the first and second pins of the connector is not activated, a first detection signal indicating that a connection has not been established with the external device to the external device via the second pin; and outputting, when the predetermined voltage has been supplied from the external device to the first pin in a state where the communication unit is activated, a signal of the predetermined voltage supplied to the first pin as a second detection signal to the external device via the second pin.</p>']"
153,US10176387B2,Road shape recognition apparatus,utility,"['<p id=""p-0008"" num=""0007"">The present invention is a road shape recognition apparatus that acquires a road image by a road image acquiring means mounted in a vehicle and determines a road shape using the road image. The road shape recognition apparatus is characterized by including: a recognition processing means for recognizing the road shape based on the road image within a predetermined recognition range; and an estimation processing means for estimating the road shape outside of the recognition range based on the road shape within the recognition range, in which the estimation processing means estimates the road shape outside of the recognition range and within a predetermined first distance as a curved line of which a curvature change rate is constant, and estimates the road shape farther than the first distance as a curved line of which a curvature is constant.</p>', '<p id=""p-0009"" num=""0008"">When the estimation of the road shape is performed through use of a curved line of which the curvature change rate is constant and parameter estimation accuracy is low, error increases as the distance from the recognition range becomes farther. In the above-described configuration, the estimation of the road shape based on the curved line of which the curvature change rate is constant and parameter estimation accuracy is low is performed up to the first distance. The estimation of the road shape farther than the first distance is performed based on the curved line of which the curvature is constant. Therefore, deviation between the estimated road shape and an actual road shape can be reduced.</p>', '<p id=""p-0010"" num=""0009"">In addition, the shape of a curved section on an actual road transitions to a section in which the curvature is constant by passing through a transition section set based on a clothoid curve of which the curvature change rate is constant. Regarding this point, in the above-described configuration, the curvature change rate is constant up to the first distance, and the curvature is constant beyond the first distance. Therefore, the road shape farther than the recognition range can be estimated as a shape approximate to the actual road shape.</p>']"
154,US10176543B2,Image processing based on imaging condition to obtain color image,utility,"['<p id=""p-0010"" num=""0009"">According to the present disclosure, there is provided an image processing device including: an image acquisition unit that acquires a far-infrared image, a near-infrared image, and a visible light image in which a common imaged object is captured; and a generation unit that generates a color image by filtering filter taps including pixels of the far-infrared image, the near-infrared image, and the visible light image.</p>', '<p id=""p-0011"" num=""0010"">Further, according to the present disclosure, there is provided an image processing method including: acquiring a far-infrared image, a near-infrared image, and a visible light image in which a common imaged object is captured; and generating a color image by filtering filter taps including pixels of the far-infrared image, the near-infrared image, and the visible light image.</p>', '<p id=""p-0012"" num=""0011"">Further, according to the present disclosure, there is provided a program causing a computer that controls an image processing device to function as: an image acquisition unit that acquires a far-infrared image, a near-infrared image, and a visible light image in which a common imaged object is captured; and a generation unit that generates a color image by filtering filter taps including pixels of the far-infrared image, the near-infrared image, and the visible light image.</p>', '<p id=""p-0013"" num=""0012"">Further, according to the present disclosure, there is provided an image processing system including: a camera module that captures an imaged object in a far-infrared region, a near-infrared region, and a visible light region and outputs a corresponding far-infrared image, near-infrared image, and visible light image; and an image processing module that generates a color image by filtering filter taps including pixels of the far-infrared image, the near-infrared image, and the visible light image.</p>']"
155,US10176643B2,"Method of generating virtual three-dimensional space, video system, method of controlling video system, and non-transitory computer readable storage medium",utility,"['<p id=""p-0008"" num=""0007"">A method of generating a virtual three-dimensional space according to one aspect of the present invention includes: specifying a positional relation between a virtual screen position and a virtual camera position from first data containing a real video image of an actual space, the real video image being taken from a predetermined camera position at a predetermined view angle, the real video image being displayed at the virtual screen position, the virtual camera position corresponding to the predetermined camera position, and generating three-dimensional reference object data which indicates a boundary of a predetermined reference object contained in the real video image and in which the boundary is associated with the predetermined reference object in the real video image based on the positional relation; generating second data indicating an object constituting a virtual three-dimensional CG space generated by reproducing the actual space, where the real video image is taken, by computer graphics; and generating third data based on the first data and the second data, the third data being data for generating the virtual three-dimensional space, wherein the step of generating the third data causes the boundary of the predetermined reference object in the reference object data and a boundary of the object corresponding to the predetermined reference object in the second data to coincide with each other to generate the third data in which the virtual camera position in the virtual three-dimensional CG space is determined based on the predetermined view angle of the real video image.</p>']"
156,US10176686B2,System of living,utility,"['<p id=""p-0007"" num=""0006"">The present invention provides a system and methods to monitor conditions in a space, respond when a condition is detected. One condition is detected intrusion, whereas a system response is to trigger an alert. Another exemplary condition is indoor temperature, the system response allows automated regulation at an intended state through a state system.</p>', '<p id=""p-0008"" num=""0007"">To counter connectivity disablement, the system encompasses a pulser to send signals/data to the cloud based processing system in accordance with a preconfigured address and frequency. When signal disruption from the system in the space to the processing system occurs, the processing system determines to alert designated parties. The system alert is through the send of messages upon or prior to an incident of possible intrusion and trespassing to selected devices, including the user mobility and client computer.</p>', '<p id=""p-0009"" num=""0008"">The system has a learning capability to project the arrival time of user as inhabitant at the space; when the user mobility is at other locations, questions are prompted for understanding those locations. The system will exclude the possibility of false alarm if projected user arrival time is beyond the concurrent time of occupancy detection during an activated alarm operation. The operation also involves preventing the detected intruder from using the elevator for escape.</p>']"
