,publication_number,patent_title,appl_type,neutral_text
170,US10171220B2,"Terminal, base station, and communication method",utility,"['<p id=""p-0013"" num=""0012"">(1) A terminal according to one aspect of the present invention is a terminal configured to communicate with a base station by using an FDD cell and a TDD cell and includes a reception unit configured to perform reception on a PDCCH transmitted in a DCI format. When the TDD cell is configured as a primary cell for the terminal, a first uplink reference UL-DL configuration used for determination of the interval between the PDCCH reception, the PDCCH indicating PUSCH transmission, and the PUSCH transmission is configured for the TDD cell, and a second uplink reference UL-DL configuration used for determination of whether to use a DAI included in the DCI format of the PDCCH indicating the PUSCH transmission is configured for the FDD cell.</p>', '<p id=""p-0014"" num=""0013"">(2) A terminal according to one aspect of the present invention is a terminal configured to communicate with a base station by using an FDD cell and a TDD cell, and includes a reception unit configured to perform reception on a PDCCH transmitted in a DCI format. When the TDD cell is configured as a primary cell for the terminal, a first downlink reference UL-DL configuration used for determining the interval between PDSCH reception and HARQ-ACK transmission corresponding to the PDSCH is configured for the TDD cell and the FDD cell, and when the FDD cell is configured as a primary cell for the terminal, a second uplink reference UL-DL configuration used for determination of a downlink subframe or a special subframe is configured for the TDD cell.</p>', '<p id=""p-0015"" num=""0014"">(3) A base station according to one aspect of the present invention is a base station configured to communicate with a terminal by using an FDD cell and a TDD cell and includes a transmission unit configured to transmit, to the terminal, a PDCCH transmitted in a DCI format. When the TDD cell is configured as a primary cell for the terminal, a first uplink reference UL-DL configuration used for determining the interval between the PDCCH transmission, the PDCCH indicating PUSCH transmission, and PUSCH reception is configured for the TDD cell, and a second uplink reference UL-DL configuration used for determining whether to use a DAI included in the DCI format of the PDCCH indicating PUSCH transmission is configured for the FDD cell.</p>', '<p id=""p-0016"" num=""0015"">(4) A base station according to one aspect of the present invention is a base station configured to communicate with a terminal by using an FDD cell and a TDD cell and includes a transmission unit configured to transmit a PDCCH transmitted in a DCI format, to the terminal. When the TDD cell is configured as a primary cell for the terminal, a first downlink reference UL-DL configuration used for determining the interval between PDSCH transmission and HARQ-ACK reception corresponding to the PDSCH is configured for the TDD cell and the FDD cell, and when the FDD cell is configured as a primary cell for the terminal, a second uplink reference UL-DL configuration used for determining a downlink subframe or a special subframe is configured for the TDD cell.</p>', '<p id=""p-0017"" num=""0016"">(5) A communication method according to one aspect of the present invention is a communication method used in a terminal configured to communicate with a base station by using an FDD cell and a TDD cell. The method includes the steps of: performing reception on a PDCCH transmitted in a DCI format; configuring a first uplink reference UL-DL configuration used for determining the interval between the PDCCH reception, the PDCCH indicating PUSCH transmission, and the PUSCH transmission for the TDD cell when the TDD cell is configured as a primary cell for the terminal; and configuring a second uplink reference UL-DL configuration used for determining whether to use a DAI included in the DCI format of the PDCCH indicating the PUSCH transmission for the FDD cell.</p>']"
171,US10171225B2,Communication apparatus and control signal mapping method,utility,"['<p id=""p-0024"" num=""0023"">A transmission apparatus according to an aspect of the present invention includes: a reference signal configuration section that configures a demodulation reference signal (DMRS) mapping pattern for each reception apparatus; and a transmission section that transmits a transmission signal including information indicating the DMRS mapping pattern, and a DMRS mapped in a resource according to the DMRS mapping pattern.</p>', '<p id=""p-0025"" num=""0024"">A control signal mapping method according to an aspect of the present invention includes: configuring a demodulation reference signal (DMRS) mapping pattern for each reception apparatus; and transmitting a transmission signal including information indicating the DMRS mapping pattern and a DMRS mapped in a resource according to the DMRS mapping pattern.</p>']"
172,US10171252B2,"Data determination apparatus, data determination method, and computer readable medium",utility,"['<p id=""p-0014"" num=""0013"">A data determination apparatus according to the present invention may include:</p>', '<p id=""p-0015"" num=""0014"">a state transition model storage unit to store a state transition model representing a state transition between respective operating states of a plurality of operating states;</p>', '<p id=""p-0016"" num=""0015"">a state management unit to hold an operating state of the data determination apparatus based on the state transition model;</p>', '<p id=""p-0017"" num=""0016"">a communication permission list storage unit to store, as a communication permission list, communication permitted data whose communications are permitted in the respective operating states of the plurality of operating states;</p>', '<p id=""p-0018"" num=""0017"">a communication unit to obtain communication data as communication determination data; and</p>', '<p id=""p-0019"" num=""0018"">a determination unit to obtain the communication determination data obtained by the communication unit, obtain the operating state of the data determination apparatus held by the state management unit as a current operating state, and determine whether or not the communication determination data is communication permitted data whose communication has been permitted in the current operating state, using the current operating state and the communication permission list.</p>']"
173,US10171279B2,Transmitter and receiver,utility,"['<p id=""p-0009"" num=""0008"">This invention provides a transmitter comprising: a null symbol map unit to determine a null symbol arrangement pattern by combining at least two different unit patterns that determine positions of data symbols and null symbols; a subcarrier map unit to assign, in a two-dimensional space defined by a plurality of subcarriers for use in multicarrier transmission and a time series represented in units of time determined in accordance with a single symbol, transmission data to positions of data symbols of the respective subcarriers determined in accordance with the null symbol arrangement pattern; a modulation unit to generate the data symbols by modulating the transmission data assigned to the respective subcarriers, assign null symbols having a power of 0 to positions of null symbols of the respective subcarriers determined in accordance with the null symbol arrangement pattern, and generate transmission symbols of the respective subcarriers; and a baseband section to output a baseband signal on a basis of the transmission symbols generated by the modulation unit.</p>', '<p id=""p-0010"" num=""0009"">This invention a receiver comprising: a baseband section to acquire, from a baseband signal, reception symbols of respective ones of a plurality of subcarriers for use in multicast transmission; a null symbol map unit to determine a null symbol arrangement pattern by combining at least two different unit patterns that determine positions of data symbols and null symbols; and an interference measuring unit to measure powers of null symbols of the reception symbols of the respective subcarriers on a basis of the null symbol arrangement pattern, and acquire interference powers of data symbols of the reception symbols on a basis of the powers of the null symbols measured.</p>']"
174,US10171294B2,Information processing device and system design support method,utility,"['<p id=""p-0010"" num=""0009"">An information processing device according to an exemplary aspect of the invention includes: a requirement conversion means for generating a requirement for communication between computers, based on a requirement for communication between software components included in a system, and based on identifiers of the computers in which the software components are deployed, and generating a requirement for a network for connecting between the computers, based on the requirement for communication between the computers; and a setting generation means for generating a setting of the network, a setting relating to communication between the computers, and a setting relating to communication between the software components, based on the requirement for the network, the requirement for communication between the computers, and the requirement for communication between the software components.</p>', '<p id=""p-0011"" num=""0010"">A system design support method according to an exemplary aspect of the invention includes: generating a requirement for communication between computers, based on a requirement for communication between software components included in a system, and based on identifiers of the computers in which the software components are deployed, and generating a requirement for a network for connecting between the computers, based on the requirement for communication between the computers; and generating a setting of the network, a setting relating to communication between the computers, and a setting relating to communication between the software components, based on the requirement for the network, the requirement for communication between the computers, and the requirement for communication between the software components.</p>', '<p id=""p-0012"" num=""0011"">A computer readable storage medium recording thereon a program, causes a computer for a system design support device to perform a method including: generating a requirement for communication between computers, based on a requirement for communication between software components included in a system, and based on identifiers of the computers in which the software components are deployed, and generating a requirement for a network for connecting between the computers, based on the requirement for communication between the computers; and generating a setting of the network, a setting relating to communication between the computers, and a setting relating to communication between the software components, based on the requirement for the network, the requirement for communication between the computers, and the requirement for communication between the software components.</p>']"
175,US10171317B2,Management server for remote monitoring system,utility,"['<p id=""p-0009"" num=""0008"">The present invention, to address the problems, provides a management server of a remote monitoring system according to the following first and second aspects.</p>', '<p id=""h-0009"" num=""0000"">(1) A Management Server of a Remote Monitoring System According to the First Aspect</p>', '<p id=""p-0010"" num=""0009"">There is provided a management server of a remote monitoring system for communication with a remote monitoring terminal device mounted on a mobile work vehicle or vessel, which receives a startup date and time of the remote monitoring terminal device from the remote monitoring terminal device when the remote monitoring terminal device is started up, receives, from the remote monitoring terminal device, a shutdown date and time of the remote monitoring terminal device, and a minimum, maximum, and average values of data detected by the remote monitoring terminal device during an operation of the mobile work vehicle or vessel, and an occurrence count and durations of a predetermined event when the remote monitoring terminal device is shut down, distinguishes the received startup date and time, shutdown date and time, minimum, maximum, and average values, and occurrence count and durations of the predetermined event, by a daily report in a unit of an operation day for each operation time period from the startup to shutdown, and causes an output section to output the distinguished information in a unit of the remote monitoring terminal device.</p>', '<p id=""h-0010"" num=""0000"">(2) A Management Server of a Remote Monitoring System According to the Second Aspect</p>', '<p id=""p-0011"" num=""0010"">There is a provided a management server of a remote monitoring system for communication with a remote monitoring terminal device mounted on a mobile work vehicle or vessel, which receives a startup date and time of the remote monitoring terminal device from the remote monitoring terminal device when the remote monitoring terminal device is started up, receives, from the remote monitoring terminal device, a shutdown date and time of the remote monitoring terminal device, and location information obtained for each predetermined interval defined in advance by the remote monitoring terminal device and each manual operation of a predetermined manual operation section during an operation of the mobile work vehicle or vessel when the remote monitoring terminal device is shut down, performs color-coding on the received startup date and time, shutdown date and time, and a movement locus of the mobile work vehicle or vessel based on the location information, for each operation time period from the startup to shutdown by a daily report in a unit of an operation day, and causes an output section to output the color-coded information in a unit of the remote monitoring terminal device.</p>', '<p id=""p-0012"" num=""0011"">As the output section in the present invention, an output section provided in the management server, and an output section provided in a terminal device (specifically, client computer) such as a personal computer, tablet computer, and mobile terminal, which is connected to the management server apart from the remote monitoring terminal device and uses data in the management server are exemplified. As the output section, typically a display section such as a display and a print section such as a printer are exemplified.</p>', '<p id=""p-0013"" num=""0012"">The manual operation of the predetermined manual operation section according to the second aspect of the present invention is a manual operation in which the course is changed in a short period of time (for example, rapidly) in the mobile work vehicle or vessel. As the manual operation of the predetermined manual operation section, an manual operation in which a travelling handle of the mobile work vehicle or a steering rod of the vessel corresponds to a predetermined value (specifically, predetermined rotation angle) or more.</p>', '<p id=""p-0014"" num=""0013"">In the management server according to the present invention, in the first aspect, the output section is caused to output the startup date and time, shutdown date and time, minimum, maximum, and average values, and occurrence count and durations of the predetermined event, for each of the operation time periods in the unit of the remote monitoring terminal device, and in the second aspect, the output section is caused to output the startup date and time, shutdown date and time, and movement locus, for each of the operation time periods in the unit of the remote monitoring terminal device, so that identification of an occurrence date and time in which failure occurs in the mobile work vehicle or vessel, and behavior analysis in the unit of the operation time period can be performed easily.</p>', '<p id=""p-0015"" num=""0014"">In the present invention, an aspect can be exemplified in which the startup date and time and shutdown date and time that are received from the remote monitoring terminal device correspond to the coordinated universal time, and startup location information, that is location information obtained upon a startup of the remote monitoring terminal device or shutdown location information that is location information obtained upon a shutdown of the remote monitoring terminal device is received, and the startup date and time and shutdown date and time that are received, from the remote monitoring terminal device and correspond to the coordinated universal time are converted into local date and time at a location obtained upon a startup or a location obtained upon the shutdown of the remote monitoring terminal device based on the received startup location information or shutdown location information, and the output section is caused to output the converted local date and time.</p>', '<p id=""p-0016"" num=""0015"">According to this feature, there is provided the arrangement in which the startup date and time and shutdown date and time that are received from the remote monitoring terminal device and correspond to the coordinated universal time are converted into the local date and time at the location obtained upon the startup or the location obtained upon the shutdown of the remote monitoring terminal device based on the startup location information or the shutdown location information, and the output section is caused to output the converted local date and time, so that identification of an occurrence date and time in which failure occurs in the mobile work vehicle or vessel, and behavior analysis in the unit of the operation time periods can be performed easily in the state according to the local time.</p>']"
176,US10171325B2,"Minimum delay value calculating device, information transmitting device, minimum delay value calculating method, and program storage medium",utility,"['<p id=""p-0016"" num=""0017"">To achieve the objective of the present invention, a minimum delay value calculating device of the present invention includes:</p>', '<p id=""p-0017"" num=""0018"">a minimum value setting unit that updates a minimum delay value to a measured value of delay that is a time from transmission of information to arrival at a destination of the information or a round trip time from transmission of information to receipt of reply information from a destination receiving the information by an information originator, upon input of the measured value of delay if the measured value of delay is smaller than a value set as the minimum delay value;</p>', '<p id=""p-0018"" num=""0019"">a timing determination unit that determines a review timing for reviewing the minimum delay value based on the measured value of delay; and</p>', '<p id=""p-0019"" num=""0020"">a minimum value review unit that updates the minimum delay value to a newly minimum delay value calculated using the measured value of delay or updating the minimum delay value to a preset initial value at the review timing determined by the timing determination unit.</p>', '<p id=""p-0020"" num=""0021"">An information transmitting device of the present invention includes:</p>', '<p id=""p-0021"" num=""0022"">the minimum delay value calculating device of the present invention; and</p>', '<p id=""p-0022"" num=""0023"">a transmitting unit that transmits information at a transmission rate calculated based on the minimum delay value set by the minimum delay value calculating device.</p>', '<p id=""p-0023"" num=""0024"">A minimum delay value calculating method of the present invention includes:</p>', '<p id=""p-0024"" num=""0025"">updating a minimum delay value to a measured value of delay that is a time from transmission of information to arrival at a destination of the information or a round trip time from transmission of information to receipt of reply information from a destination receiving the information by an information originator, upon input of the measured value of delay if the measured value of delay is smaller than a value set as the minimum delay value;</p>', '<p id=""p-0025"" num=""0026"">determining a review timing for reviewing the minimum delay value based on the measured value of delay; and</p>', '<p id=""p-0026"" num=""0027"">updating the minimum delay value to a newly minimum delay value calculated using the measured value of delay or updating the minimum delay value to a preset initial value at the review timing.</p>', '<p id=""p-0027"" num=""0028"">A storage medium of the present invention storing a computer program that causes a computer to execute:</p>', '<p id=""p-0028"" num=""0029"">processing for updating a minimum delay value to a measured value of delay that is a time from transmission of information to arrival at a destination of the information or a round trip time from transmission of information to receipt of reply information from a destination receiving the information by an information originator, upon input of the measured value of delay if the measured value of delay is smaller than a value set as the minimum delay value;</p>', '<p id=""p-0029"" num=""0030"">processing for determining a review timing for reviewing the minimum delay value based on the measured value of delay; and</p>', '<p id=""p-0030"" num=""0031"">processing for updating the minimum delay value to a newly minimum delay value calculated using the measured value of delay or updating the minimum delay value to a preset initial value at the review timing.</p>', '<p id=""p-0031"" num=""0032"">The objective of the present invention is also achieved by the minimum delay value calculating method of the present invention related to the minimum delay value calculating device of the configuration as described above. In addition, the objective is also achieved by the computer program that causes a computer to implement the minimum delay value calculating device and the minimum delay value calculating method of the present invention, and by the program storage medium that stores the computer program.</p>']"
177,US10171348B2,"Communication control device, communication control system, communication control method, and communication control program that selects a function to be used from failure recovery functions superposed by layer",utility,"['<p id=""p-0020"" num=""0019"">According to the first aspect of the invention, a communication control device that, when a communication failure occurs at a place in a first path for the communication that extends across a plurality of communication layers, selects a second path from a candidate group including one or more second paths for continuing communication without going via the place where the communication failure has occurred, based on required time with respect to each of the second paths for switching from the first path to the second path, and sends an instruction for switching from the first path to the selected second path and continuing communication to a communication device for performing the switching is provided.</p>', '<p id=""p-0021"" num=""0020"">According to the second aspect of the invention, a communication control system including a communication device that performs communication in at least a part of a plurality of communication layers and the communication control device, wherein the communication device is configured to continue communication by performing switching to a path selected by the communication control device, in response to the instruction from the communication control device is provided.</p>', '<p id=""p-0022"" num=""0021"">According to the third aspect of the invention, a communication control method performed by a communication control device, comprising the steps of: when a communication failure occurs at a place in a first path for communication that extends across a plurality of communication layers, selecting a second path from a candidate group including one or more second paths for continuing communication without going via the place where the communication failure has occurred, based on time required with respect to each of the second paths for switching from the first path to the second path; and sending an instruction for switching from the first path to the selected second path and continuing communication to a communication device for performing the switching is provided.</p>', '<p id=""p-0023"" num=""0022"">According to the fourth aspect of the invention, a communication control method performed by a communication control system including a communication device that performs communication in at least a part of a plurality of communication layers and a communication control device, wherein the communication control device performs the method described above, and the communication device having received an instruction from the communication control device continues communication by performing switching to a path selected by the communication control device, in response to the instruction is provided.</p>', '<p id=""p-0024"" num=""0023"">According to the fifth aspect of the invention, a communication control program causing a computer to serve as a communication control device that, when a communication failure occurs at a place in a first path for communication that extends across a plurality of communication layers, selects a second path from a candidate group including one or more second paths for continuing communication without going via the place where the communication failure has occurred, based on time required with respect to each of the second paths for switching from the first path to the second path, and sends an instruction for switching the first path to the selected second path and continuing communication to a communication device for performing the switching is provided.</p>']"
178,US10171354B2,"Communication processing system, communication processing apparatus, communication processing method, and storage medium",utility,"['<p id=""p-0023"" num=""0022"">To achieve the objective, a communication processing system according to one aspect of the present invention is configured to include: a response time measuring means that measures a response time on a communication route between a first communication apparatus and a second communication apparatus communicably connected with the first communication apparatus; a routing means including a first communication route information storage means and a communication route controlling means, the first communication route information storage means storing first communication route information to which a communication route between one or more communication apparatuses including the first communication apparatus and the second communication apparatus is set, and the communication route controlling means controlling a route on which communication data is transmitted and received between the one or more communication apparatuses, based on the first communication route information; and a communication route setting means that, based on the measured response time, one or more first communication routes on which communication data related to a certain communication between the first communication apparatus and the second communication apparatus is transmitted and received, to the first communication route information, and sets a communication route, being different from the first communication route, on which communication data related to a communication other than the certain communication is transmitted and received, to the first communication route information.</p>', '<p id=""p-0024"" num=""0023"">A communication processing apparatus according to one aspect of the present invention is configured to include: a routing means including a first communication route information storage means and a communication route controlling means, the first communication route information storage means storing first communication route information to which a communication route between one or more communication apparatuses including the first communication apparatus and a second communication apparatus communicably connected with the first communication apparatus is set, and the communication route controlling means controlling a route on which communication data is transmitted and received between the one or more communication apparatuses based on the first communication route information; and a communication route setting means that, based on a response time measured on a communication route between the first communication apparatus and the second communication apparatus, sets one or more first communication routes on which communication data related to a certain communication between the first communication apparatus and the second communication apparatus is transmitted and received, to the first communication route information, and sets a communication route, being different from the first communication route, on which communication data related to a communication other than the certain communication is transmitted and received to the first communication route information.</p>', '<p id=""p-0025"" num=""0024"">A communication processing method according to one aspect of the present invention is configured to include: measuring a response time on a communication route between a first communication apparatus and a second communication apparatus connected to be communicable with the first communication apparatus; and based on the measured response time, setting one or more first communication routes on which communication data related to a certain communication between the first communication apparatus and the second communication apparatus is transmitted and received, and setting a communication route different from the first communication route on which communication data related to a communication other than the certain communication is transmitted and received.</p>', '<p id=""p-0026"" num=""0025"">The above objective is also achieved by a computer program realizing, by means of a computer, a communication processing system and a communication processing apparatus having the above-described structures and a corresponding communication processing method, and a computer-readable storage medium on which such a computer program is stored (recorded).</p>']"
179,US10171366B2,Communication device and control method of communication device,utility,"['<p id=""p-0013"" num=""0012"">A communication device of the present invention includes: a transmission data generation unit that outputs, as transmission data, communication data for which an increase in transmission delay is to be reduced; a retransmission confirmation data generation unit that outputs, after the transmission data is output, retransmission confirmation data a predetermined number of times at a first transmission interval; and a communication interface that assigns order information indicating a transmission order, to each of the transmission data and the retransmission confirmation data, and transmits, after the transmission data is transmitted, the retransmission confirmation data.</p>', '<p id=""p-0014"" num=""0013"">A control method of a communication device of the present invention includes the steps of: outputting, as transmission data, communication data for which an increase in transmission delay is to be reduced; outputting, after outputting the transmission data, retransmission confirmation data a predetermined number of times at a first transmission interval: and assigning order information indicating a transmission order, to each of the transmission data and the retransmission confirmation data, and transmitting the retransmission confirmation data after transmitting the transmission data.</p>', '<p id=""p-0015"" num=""0014"">A control program of a communication device of the present invention causes a computer of a communication device to carry out: a step of outputting, as transmission data, communication data for which an increase in transmission delay is to be reduced; a step of outputting, after outputting the transmission data, retransmission confirmation data a predetermined number of times at a first transmission interval; and a step of assigning order information indicating a transmission order, to each of the transmission data and the retransmission confirmation data, and transmitting the retransmission confirmation data after transmitting the transmission data.</p>']"
180,US10171546B2,"Content reproduction apparatus, control information providing server, and content reproduction system",utility,"['<p id=""p-0011"" num=""0010"">According to an aspect of the present invention in order to achieve the above-mentioned object, there is provided a content reproduction apparatus including a reproduction control unit that controls reproduction of a link-type content including a plurality of scenarios that each include content data and control information regarding reproduction of the content data, and a control information acquisition unit that acquires the control information. The reproduction control unit controls the reproduction of the link-type content by reproducing the content data in accordance with the control information including event information used to transition from a current scenario to another scenario.</p>', '<p id=""p-0012"" num=""0011"">Further, the event information of the control information may include information used to acquire control information of a scenario of a transition destination, the control information acquisition unit may acquire the control information of the scenario of the transition destination based on the information used to acquire the control information of the scenario of the transition destination, and the reproduction control unit may control the transition of the scenario by reproducing content data of the scenario of the transition destination in accordance with the control information of the scenario of the transition destination.</p>', '<p id=""p-0013"" num=""0012"">Further, the control information acquisition unit may take over authentication information of a user between the scenarios by adding the authentication information of the user to an acquisition request message used to acquire the control information, transmitting the acquisition request message, and acquiring the control information to which the authentication information of the user is added.</p>', '<p id=""p-0014"" num=""0013"">Further, the control information acquisition unit may add common user authentication information commonly used in the scenarios of the link-type content and user authentication information of each provider given to each provider that provides the scenario to the acquisition request message used to acquire the control information.</p>', '<p id=""p-0015"" num=""0014"">Further, when the control information acquisition unit determines that the current scenario and another scenario are provided by a same provider, the control information acquisition unit may add the user authentication information of each provider based on the control information to the acquisition request message used to acquire the control information of the another scenario.</p>', '<p id=""p-0016"" num=""0015"">Further, the event information may include bridge information that defines a user interface when the current scenario transitions to another scenario, and the reproduction control unit may display a bridge screen configured to transition to the another scenario based on the bridge information.</p>', '<p id=""p-0017"" num=""0016"">Further, it may further include a reproduction processing unit that performs a production process under control of the reproduction control unit. The bridge information may include information of a still image to be displayed during a setup period of the another scenario, and the reproduction processing unit may include a still image reproduction unit that reproduces the still image, a moving image reproduction unit that reproduces a moving image, and a selector that switches between an output image of the still image reproduction unit and an output image of the moving image reproduction unit.</p>', '<p id=""p-0018"" num=""0017"">Further, the control information may include media-type information of the content data, and the reproduction control unit may perform control such that the reproduction processing unit performs a process of reproducing the content data in accordance with the media-type information.</p>', '<p id=""p-0019"" num=""0018"">Further, when a media-type of the content data is a moving image, the control information may include information regarding at least one of two-dimensional video content data and three-dimensional video content data.</p>', '<p id=""p-0020"" num=""0019"">Further, the event information may include information indicating a range in which the current scenario transitions to another scenario, and the reproduction control unit may display the bridge screen when a user performs an operation of activating the event within the range.</p>', '<p id=""p-0021"" num=""0020"">Further, when the scenario of the transition destination is a loop scenario that returns to a transition point of a scenario of a transition source, the reproduction control unit may retain information regarding the transition point and the control information of the scenario of the transition source and reproduces the scenario of the transition destination.</p>', '<p id=""p-0022"" num=""0021"">Further, when the loop scenario further transitions to still another scenario and the still another scenario is not a loop scenario, the reproduction control unit may cancel the retention of the information regarding the transition point and the control information of the scenario of the transition source.</p>', '<p id=""p-0023"" num=""0022"">According to another aspect of the present invention in order to achieve the above-mentioned object, there is provided a control information providing server including a communication unit that receives an acquisition request for acquiring control information regarding reproduction of content data from a content reproduction apparatus reproducing the content data, and an input/output control unit that provides the content production apparatus with the control information including event information used to transition from a current scenario to another scenario based on the acquisition request.</p>', '<p id=""p-0024"" num=""0023"">Further, according to another aspect of the present invention in order to achieve the above-mentioned object, there is provided a content reproduction apparatus including a content reproduction apparatus that reproduces content data, a content providing server that provides the content data, and a control information providing server that provides control information regarding the reproduction of the content data, the control information being associated with the content data. The content reproduction apparatus may include a reproduction control unit that controls reproduction of a link-type content including a plurality of scenarios that each include content data and control information regarding reproduction of the content data, a control information acquisition unit that acquires the control information associated with the content data to be reproduced from the control information providing server, and a reproduction control unit that controls the reproduction of the content data in accordance with the control information. The reproduction control unit may control the reproduction of the link-type content by controlling transition between the scenarios by reproducing the content data in accordance with the control information.</p>']"
181,US10171570B2,Information processing apparatus,utility,"['<p id=""p-0012"" num=""0011"">An information processing apparatus according to an aspect of the present invention for solving the above object, includes,</p>', '<p id=""p-0013"" num=""0012"">data unit output controller configured to output, to a plurality of data unit processors, copied data units obtained by respectively copying a plurality of data units for a number that is set in advance,</p>', '<p id=""p-0014"" num=""0013"">configured to respectively allocate output destinations of a plurality of identical copied data units to different data unit processors,</p>', '<p id=""p-0015"" num=""0014"">configured to, for each combination of at least two data unit processors that is set in advance, obtain a number of the copied data unit groups in which the identical copied data units are respectively allocated to the data unit processors made into a combination, and</p>', '<p id=""p-0016"" num=""0015"">configured to respectively allocate the output destinations of the plurality of copied data units to the data unit processors, so that the degree of variation of the number of copied data unit groups obtained for each combination of the data unit processors becomes smaller.</p>', '<p id=""p-0017"" num=""0016"">An information processing method according to another aspect of the present invention, includes,</p>', '<p id=""p-0018"" num=""0017"">while outputting, to a plurality of data unit processors, copied data units obtained by respectively copying a plurality of data units for a number that is set in advance,</p>', '<p id=""p-0019"" num=""0018"">allocating output destinations of a plurality of identical copied data units to different data unit processors,</p>', '<p id=""p-0020"" num=""0019"">for each combination of at least two data unit processors that is set in advance, obtaining a number of the copied data unit groups in which the identical copied data units are respectively allocated to the data unit processors made into a combination, and</p>', '<p id=""p-0021"" num=""0020"">respectively allocating the output destinations of the plurality of copied data units to the data unit processors, so that the degree of variation of the number of copied data unit groups obtained for each combination of the data unit processors becomes smaller.</p>', '<p id=""p-0022"" num=""0021"">A program, according to another aspect of the present invention, for causing an information processing apparatus to realize data unit output control means for outputting, to a plurality of data unit processors, copied data units obtained by respectively copying a plurality of data units for a number that is set in advance,</p>', '<p id=""p-0023"" num=""0022"">wherein the data unit output control means respectively allocates output destinations of a plurality of identical copied data units to different data unit processors, and for each combination of at least two data unit processors that is set in advance, the data unit output control means obtains a number of the copied data unit groups in which the identical copied data units are respectively allocated to the data unit processors made into a combination, and the data unit output control means respectively allocates the output destinations of the plurality of copied data units to the data unit processors, so that the degree of variation of the number of copied data unit groups obtained for each combination of the data unit processors becomes smaller.</p>']"
182,US10171613B2,"Client device, server, recording medium and information processing method",utility,"['<p id=""p-0008"" num=""0007"">According to the present disclosure, there is provided a client device including: a cache in which a source of content is stored; a cache information transmitting unit configured to transmit information indicating the source stored in the cache to a server managing a group of client devices capable of communicating without using an external network; an external cache acquiring unit configured to acquire, from other client devices in the group, sources of content requested to be output based on information provided by the server; and a source acquiring unit configured to, when at least a part among the sources of the content requested to be output is not acquired from the other client devices, acquire the unacquired source from a content server through the external network.</p>', '<p id=""p-0009"" num=""0008"">According to the present disclosure, there is provided a server including: a group managing unit configured to manage a group of client devices capable of communicating without using an external network; a cache information receiving unit configured to receive information indicating sources of content cached by the client devices in the group; and a cache information providing unit configured to provide a client device with information for the client device to acquire a source of content requested to be output from another client device in the group.</p>', '<p id=""p-0010"" num=""0009"">According to the present disclosure, there is provided a recording medium storing a program for causing a processor of a client device including a cache storing a source of content to implement: a function of transmitting information indicating the source stored in the cache to a server managing a group of client devices capable of communicating without using an external network; a function of acquiring sources of content requested to be output from other client devices in the group based on information provided by the server; and a function of acquiring, when at least a part among the sources of the content requested to be output is not acquired from the other client devices, the unacquired source from a content server through the external network.</p>', '<p id=""p-0011"" num=""0010"">According to the present disclosure, there is provided an information processing method including: managing, by a processor, a group of client devices capable of communicating without using an external network; receiving information indicating sources of content cached by the client devices in the group; and providing a client device with information for the client device to acquire a source of content requested to be output from another client device in the group.</p>']"
