,publication_number,patent_title,appl_type,negative_text
48,US10173713B2,Steering wheel decorative member,utility,"['<p id=""p-0007"" num=""0006"">A steering wheel is configured so as to absorb and alleviate an impact received by a driver at a time of an automobile collision or the like by being deformed, for example. To improve the impact absorbing performance of the steering wheel, the steering wheel is preferably configured so as to be deformed by a large amount.</p>', '<p id=""p-0008"" num=""0007"">Meanwhile, when an impact load acts on a steering wheel using a wooden decorative material, the wooden decorative material is also preferably caused to be deformed. However, when a strain amount applied to the wooden decorative material as a result of the deformation of the wooden decorative material exceeds a limit strain amount, cracks occur in the wooden decorative material. Thus, a problem arises with regard to how to obtain a configuration that inhibits the cracks from occurring in the wooden decorative material.</p>', '<p id=""p-0009"" num=""0008"">An object of the present invention is to provide a steering wheel decorative member capable of inhibiting cracks from occurring in the decorative member when an impact load acts on a steering wheel.</p>']"
49,US10173752B2,Ship,utility,"['<p id=""p-0010"" num=""0009"">The above-mentioned connection pipe (cross flooding) can reduce a heel angle. However, the connection pipe can cause ingress of flooding from a flooded first compartment to a sound second compartment that is not flooded. As a result, the hull may become instable due to the effect of free water that comes and goes through the connection pipe. When the hull is instable due to the free surface effect, the stable self-navigation cannot be easily performed.</p>', '<p id=""p-0011"" num=""0010"">The present invention is directed to provide a ship capable of suppressing inclination and swing of a hull to obtain a high stability and enabling stable self-navigation when a side shell is damaged and the inside of the hull is flooded.</p>']"
50,US10173833B2,Glass substrate package,utility,"['<p id=""p-0006"" num=""0005"">The package disclosed in Patent Literature 1 has the following problems to be solved. That is, in this package, it is necessary that the numbers of the holding guides and hole portions to be formed in the substrate accommodating container (accommodating portion and lid portion) correspond to the number of the disc-shaped glass substrates to be accommodated. Therefore, as the number of the disc-shaped glass substrates to be accommodated is increased, the numbers of the holding guides and hole portions to be formed in the substrate accommodating container inevitably increase, to thereby increase the manufacturing cost of the substrate accommodating container. As a result, there is a drawback in that the cost required for packaging increases.</p>', '<p id=""p-0007"" num=""0006"">Further, in the above-mentioned package, the disc-shaped glass substrates are accommodated in the substrate accommodating container in a vertical posture. Therefore, in outer peripheral end portions of the disc-shaped glass substrates arranged in a vertical posture, a site positioned at a lower end is brought into point contact with the accommodating portion to receive an excessive stress locally. The outer peripheral end portion of the disc-shaped glass substrate is generally subjected to chamfering processing or the like with a grinding tool or the like. Therefore, in some cases, the disc-shaped glass substrate is broken from the outer peripheral end portion due to the action of a stress to a crack or the like occurring during the processing.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been made in view of the above-mentioned circumstances, and a technical object of the present invention is to enable a plurality of disc-shaped glass substrates to be packaged at row cost while preventing the disc-shaped glass substrates from being broken.</p>']"
51,US10173846B2,Scraper conveyor chain tensioning device having sweeping function,utility,"['<p id=""p-0008"" num=""0007"">To overcome the drawbacks in the prior art, the present invention provides a scraper conveyer chain tensioning device having a sweeping function, which tensions up the chains on the lower part of the chute by altering the position of a tensioning sprocket and sweeps the scraper passing by the tensioning sprocket at the same time, so as to accomplishing automatic cleaning of the scraper and improve the coal conveying efficiency of the scraper conveyer.</p>']"
52,US10173873B2,Lift point alignment device for vehicle maintenance lifts,utility,"['<p id=""p-0005"" num=""0004"">Referring to the vehicle maintenance lifting device, an operation of aligning the vehicle body holding tool provided at the distal end of the lifting arm to the lift point provided in the lower part of the vehicle is difficult since the dark lower part of the vehicle needs to be looked into in order to search for the lift point, and entails a difficult work posture in which a head is lowered at the same time.</p>', '<p id=""p-0006"" num=""0005"">In addition, in the vehicle maintenance lift, the vehicle body holding tool is provided at each of distal ends of the front and rear lifting arms provided to each of the right and left lifting carriages, and thus all the lifting arms need to be simultaneously lifted and lowered after aligning all the four respective vehicle body holding tools to corresponding places of four lift points in the lower part of the vehicle. A series of operations of aligning the four respective vehicle body holding tools to the corresponding places of the four lift points in the lower part of the vehicle needs to be repeated in order to lift up one vehicle, and a heavy burden is imposed on an operator.</p>', '<p id=""p-0007"" num=""0006"">Further, in a recent vehicle including aero parts such as a side skirt in a side portion of the vehicle, the aero parts make it more difficult to find the lift point in the lower part of the vehicle, and make the operation of aligning the vehicle body holding tool to the lift point more difficult.</p>', '<p id=""p-0008"" num=""0007"">A subject of the invention is to easily align a vehicle body holding tool provided in a lifting arm of a vehicle maintenance lift to a lift point provided in a lower part of a vehicle.</p>']"
53,US10173883B2,"Connector, socket, and liquid storing container",utility,"['<p id=""p-0006"" num=""0005"">However, in the socket disclosed in Japanese Unexamined Patent Application, Publication No. 2009-173326, when the socket is attached to the opening of the liquid storing container in which the plug is attached, there is a need to rotate the sleeve in a state where the socket is inserted into the plug to thereby fasten the inside screw to the outside screw at the opening. Further, when the socket disclosed in Japanese Unexamined Patent Application, Publication No. 2009-173326 is detached from the opening of the liquid storing container, there is a need to rotate the sleeve and release the state in which the inside screw is fastened to the outside screw at the opening.</p>', '<p id=""p-0007"" num=""0006"">Thus, the socket disclosed in Japanese Unexamined Patent Application, Publication No. 2009-173326 requires such a troublesome operation that the sleeve is rotated when the socket is attached to the opening of the liquid storing container.</p>', '<p id=""p-0008"" num=""0007"">Further, the state in which the inside screw of the sleeve and the outside screw formed at the opening of the liquid storing container are fastened is confirmed based on a judgment by an operator. Accordingly, the judgment on the fastened state differs from operator to operator, so that there is a possibility that the inside screw of the sleeve and the outside screw formed at the opening of the liquid storing container are not completely fastened.</p>', '<p id=""p-0009"" num=""0008"">The present disclosure has been made in view of the above-mentioned circumstances, and an object of the present disclosure is to provide a connector including a socket that can be reliably attached to a plug without requiring any troublesome operation. Another object of the present disclosure is to provide a socket that can be reliably attached to a plug without requiring any troublesome operation. Still another object of the present disclosure is to provide a liquid storing container which is applied to a socket that can be reliably attached to a plug without requiring any troublesome operation.</p>']"
54,US10173909B2,Tubular fluid purification apparatus,utility,"['<p id=""p-0007"" num=""0006"">An embodiment of the present disclosure relates to an apparatus having a simple structure capable of efficiently purifying fluid.</p>']"
55,US10173911B2,Water treatment apparatus for producing activated water,utility,"['<p id=""p-0008"" num=""0007"">An aspect of the present invention is to provide a water treatment apparatus for producing activated water that: improves electrical insulation; facilitates the installation of an electrode bar; and easily prevents water leakage thanks to a double insulation structure.</p>', '<p id=""p-0009"" num=""0008"">Another aspect of the present invention is to provide a water treatment apparatus for producing activated water that can accelerate the separation of water clusters by making the direction of an electric field, which is generated by a high voltage applied to an electrode bar, changed according to a path along which water moves.</p>']"
56,US10173917B2,Method for producing granules and method for producing glass product,utility,"['<p id=""p-0009"" num=""0008"">At the time of preheating briquettes by utilizing exhaust gas from a glass melting furnace, there may sometimes be a case where the briquettes locally exceed 800° C. and thus adhere to one another. If the briquettes adhere to one another, flowability will be impaired, whereby a trouble is likely to occur in the process of introducing them into the glass melting furnace. Therefore, Patent Document 1 proposes to provide a mechanism for cooling the exhaust gas.</p>', '<p id=""p-0010"" num=""0009"">However, a method for cooling the exhaust gas from the glass melting furnace, brings about a substantial waste of energy and requires to substantially modify the equipment.</p>', '<p id=""p-0011"" num=""0010"">It is an object of the present invention to provide granules for the production of silicate glass, which are less likely to adhere to one another even if heated at a high temperature exceeding 800° C.</p>', '<p id=""p-0012"" num=""0011"">It is another object to provide a method for producing a glass product having thermal efficiency improved by using the granules which are less likely to adhere to one another even if heated at a high temperature exceeding 800° C.</p>']"
57,US10173922B2,Glass,utility,"['<p id=""p-0005"" num=""0004"">A glass to be used for a substrate of a high-definition display is required to have various characteristics. In particular, the glass is required to have the following characteristics (1) to (5).</p>', '<p id=""p-0006"" num=""0005"">(1) To contain an alkaline component (in particular, a Li component or a Na component) at a low content or be substantially free of the alkaline component, because an alkali ion is diffused during heat treatment into a semiconductor substance having been formed into a film and causes degradation in the characteristics of the film when glass contains the alkaline component at a high content.</p>', '<p id=""p-0007"" num=""0006"">(2) To have excellent chemical resistance, because various chemicals, such as an acid or an alkali, are used in a photolithography and etching step.</p>', '<p id=""p-0008"" num=""0007"">(3) To undergo less thermal shrinkage, in particular, have a high strain point, because the glass sheet is subjected to heat treatment at a temperature of several hundred degrees C. in steps of film formation, annealing, and the like, and hence a pattern shift or the like is liable to occur when the glass sheet undergoes thermal shrinkage during the heat treatment.</p>', '<p id=""p-0009"" num=""0008"">(4) To have a thermal expansion coefficient close to that of a film member to be formed on the glass sheet (for example, of a-Si or p-Si), for example, have a thermal expansion coefficient of from 30 to 40×10<sup>−7</sup>/° C. It should be noted that a thermal expansion coefficient of 40×10<sup>−7</sup>/° C. or less improves thermal shock resistance as well.</p>', '<p id=""p-0010"" num=""0009"">(5) To have a high Young\'s modulus (or a high specific Young\'s modulus) in order to suppress failures attributed to the deflection of the glass sheet.</p>', '<p id=""p-0011"" num=""0010"">Further, the glass is required to have the following characteristics (6) and (7) from the viewpoint of manufacturing a glass sheet.</p>', '<p id=""p-0012"" num=""0011"">(6) To have excellent meltability in order to prevent melt defects, such as bubbles, stones, and cords.</p>', '<p id=""p-0013"" num=""0012"">(7) To have excellent devitrification resistance in order to avoid the generation of foreign matter in the glass sheet.</p>', '<p id=""p-0014"" num=""0013"">A promising glass system satisfying the above-mentioned demand characteristics (1) to (7) is a glass comprising SiO<sub>2</sub>, Al<sub>2</sub>O<sub>3</sub>, B<sub>2</sub>O<sub>3</sub>, and RO (RO represents one kind or two or more kinds selected from MgO, CaO, SrO, and BaO). However, such glass has a problem in that a forming temperature is liable to be increased in its forming using an overflow down-draw method or the like, and hence devitrified foreign matter is liable to be generated in the glass during its forming. In particular, in order to increase the strain point and Young\'s modulus of the glass, it is highly necessary to increase the contents of Al<sub>2</sub>O<sub>3 </sub>and MgO and reduce the content of B<sub>2</sub>O<sub>3</sub>, but in this case, the above-mentioned problem is liable to appear.</p>', '<p id=""p-0015"" num=""0014"">The present invention has been made in view of such circumstance, and a technical object of the present invention is to devise a glass suitable for an OLED display or a liquid crystal display driven by a LTPS element or an oxide TFT element, and specifically, to devise a glass having high devitrification resistance even when having a high strain point and a high Young\'s modulus.</p>']"
58,US10173923B2,"Tempered glass, tempered glass plate, and glass for tempering",utility,"['<p id=""p-0009"" num=""0008"">However, a tempered glass (glass to be tempered) is liable to undergo a dimensional change between before and after tempering treatment. Thus, it is not easy to increase the dimensional accuracy of the tempered glass.</p>', '<p id=""p-0010"" num=""0009"">In addition, the tempering treatment is generally performed by immersing the glass to be tempered in a high-temperature (for example, from 300 to 500° C.) KNO<sub>3 </sub>molten salt. Accordingly, the tempering treatment of a large-size glass sheet to be tempered involves a problem in that the glass is liable to undergo breakage owing to a thermal shock when the glass to be tempered is immersed or when the tempered glass sheet is taken out. In order to solve the problem, it is conceivable to employ a method involving preheating the glass sheet to be tempered before immersion, or annealing the tempered glass sheet that has been taken out. However, such method requires a long period of time, and hence involves a risk that the manufacturing cost of the tempered glass sheet may soar.</p>', '<p id=""p-0011"" num=""0010"">The present invention has been made in view of the above-mentioned circumstances, and a technical object of the present invention is to devise a tempered glass, tempered glass sheet, and glass to be tempered that have high ion exchange performance, hardly undergo a dimensional change before and after tempering treatment, and have high thermal shock resistance.</p>']"
59,US10173929B2,"Sintering material, and powder for manufacturing sintering material",utility,"['<p id=""p-0013"" num=""0012"">The rare earth oxyfluoride powder thermal spray material described in Patent Literature 1 provides a thermal spray coating having very high anti-corrosion properties. However, the resulting thermal spray coating tends to be less dense than a sintered body.</p>', '<p id=""p-0014"" num=""0013"">A less dense coating is more prone to particle shedding when exposed to a halogen-based plasma.</p>', '<p id=""p-0015"" num=""0014"">The rare earth oxide solid spherical particles according to Patent Literature 2 easily provide a dense sintered body. Being a rate earth oxide, however, the resulting sintered body, while resistant to corrosion by a fluorine-based plasma, has insufficient resistance to corrosion by a chlorine-based plasma.</p>', '<p id=""p-0016"" num=""0015"">It is very difficult to obtain a dense sintered body from the rare earth metal fluoride disclosed in Patent Literature 3, because the rare earth metal fluoride is a covalent compound.</p>', '<p id=""p-0017"" num=""0016"">Patent Literature 4 only discloses in its working example that a sample powder having an average particle size of 2 μm was sintered to make a sintered compact. The sample powder as described is inadequate for the task of providing a dense sintered body having sufficient resistance to corrosion by not only a fluorine-based plasma but a chlorine-based plasma.</p>', '<p id=""p-0018"" num=""0017"">Accordingly, an object of the invention is to provide a sintering material capable of producing a dense sintered body having sufficient resistance to corrosion by not only a fluorine-based plasma but chloride-based plasma.</p>']"
60,US10173948B2,Method for oligomerization of olefins,utility,"['<p id=""p-0009"" num=""0008"">The present disclosure provides a method for oligomerization of olefins that not only exhibits high selectivity to 1-hexene or 1-octene, but also enables excellent catalytic activity and stable process operation.</p>']"
61,US10173952B2,"Method for producing chloropropene and method for producing 2,3,3,3-tetrafluoropropene",utility,"['<p id=""p-0007"" num=""0007"">In the production methods disclosed in the Patent Literature mentioned above, the conversion of HCFO-1233xf to HFO-1234yf is as low as 20% or less. Additionally, the outflow from the reactor contains not only the desired product HFO-1234yf, but also a mixture containing the unreacted HCFO-1233xf and HF in an amount at least equimolar to that of the unreacted HCFO-1233xf. Thus, by distillation treatment, the desired HFO-1234yf is withdrawn from the top of the distillation column, and other components, i.e., HF and HCFO-1233xf, are withdrawn from the bottom of the distillation column and recycled by feeding HF and HCFO-1233xf again to the reactor. However, depending on the molar ratio of HF and HCFO-1233xf or the still temperature, HF and HCFO-1233xf may undergo liquid-liquid separation in the still. As a result, a high concentration of an organic phase at the lower phase is fed to the reactor. Such a high concentration of the organic phase fed to the reactor poses a problem of deactivation of the catalyst caused by the action of the organic matter.</p>', '<p id=""p-0008"" num=""0008"">The present invention has been accomplished in view of the above. An object of the present invention is to provide a method for stably producing 2,3,3,3-tetrafluoropropene for a long period of time in which unreacted materials are reused after distillation without liquid-liquid separation to suppress catalyst deactivation. Another object of the present invention is to provide a method for stably producing a chloropropene used for the production of 2,3,3,3-tetrafluoropropene for a long period of time in which unreacted materials are reused after distillation without liquid-liquid separation to suppress catalyst deactivation, as in the method for producing 2,3,3,3-tetrafluoropropene.</p>']"
62,US10173956B1,Process for continuously recovering (meth)acrylic acid and apparatus for the process,utility,"['<p id=""p-0008"" num=""0007"">It is an object of the invention to provide a method of continuous recovery of (meth)acrylic acid that may minimize loss of (meth)acrylic acid in a distillation process, and yet enables stable operation of the distillation process and energy reduction.</p>', '<p id=""p-0009"" num=""0008"">It is another object of the invention to provide an apparatus that can be used for the method of continuous recovery of (meth)acrylic acid.</p>']"
63,US10173959B2,Liquid crystal composition and liquid crystal display device,utility,"['<p id=""p-0022"" num=""0021"">In general, the polymerizable mesogenic or liquid crystal compound described above has a high capability of aligning liquid crystal molecules. On the other hand, the compound has a poor solubility in a liquid crystal composition, and crystallization during transportation or in a liquid crystal display device is concerned. Meanwhile, use of a polymerizable compound (RM) in a larger amount has been required from a demand for improving characteristics of the liquid crystal composition in recent years.</p>', '<p id=""p-0023"" num=""0022"">One of the aims of the invention is to apply a non-mesogen polymerizable compound that is believed to have a high solubility in the liquid crystal composition as a monomer to be added to the liquid crystal composition. Another aim of the invention is to provide a liquid crystal composition satisfying at least one of characteristics such as a high maximum temperature of a nematic phase, a low minimum temperature of the nematic phase, a small viscosity, a suitable optical anisotropy, a large negative dielectric anisotropy, a large specific resistance, a high stability to ultraviolet light and a high stability to heat. A further aim is to provide a liquid crystal composition having a suitable balance regarding at least two of the characteristics. A still further aim is to provide a liquid crystal display device containing such a composition. An additional aim is to provide a composition having a suitable optical anisotropy to be a small optical anisotropy or a large optical anisotropy, a large negative dielectric anisotropy and a high stability to ultraviolet light, and is to provide an AM device having a short response time, a large voltage holding ratio, a large contrast ratio, a long service life and so forth.</p>']"
64,US10173960B2,Composition,utility,"['<p id=""p-0009"" num=""0007"">Since an acrylic acid derivative contains active unsaturated bond due to its structure, it is unstable against external stimuli such as heat, light, and oxygen, and may easily change into an oligomer or a polymer by a polymerization reaction or the like.</p>', '<p id=""p-0010"" num=""0008"">Therefore, a method for stabilizing an acrylic acid derivative, and a composition containing an acrylic acid derivative in which the acrylic acid derivative is stabilized, have been in demand.</p>', '<p id=""p-0011"" num=""0009"">An object of the present invention is to provide a method for stabilizing an acrylic acid derivative, and a composition containing an acrylic acid derivative in which the acrylic acid derivative is stabilized.</p>']"
65,US10173967B2,"Azo monomer, and azo polymer prepared by polymerization of azo monomer",utility,"['<p id=""p-0020"" num=""0019"">It is an object of the present invention to provide azomonomer with a novel structure and azopolymer prepared by the polymerization thereof.</p>', '<p id=""p-0021"" num=""0020"">It is another object of the present invention to provide metal ion sensor and capturing agent applying the new characteristic of the azopolymer.</p>']"
66,US10173972B2,Method for producing high-purity aqueous urea solution in urea production process,utility,"['<p id=""p-0008"" num=""0007"">The method for producing an aqueous urea solution described in the PTL 1 dilutes an aqueous urea solution after urea synthesis and before finishing. Accordingly, by use of the production method, there can be produced a high-purity aqueous urea solution not containing impurities such as aldehyde. However, in the method described in PTL 1, although additive impurities such as aldehyde do not exist, occasionally ammonia, which is an unreacted component in the synthesis, is contained. Since ammonia also corresponds to an impurity in the standard of a reducing agent for SCR, removal of ammonia becomes necessary.</p>', '<p id=""p-0009"" num=""0008"">Further, with a conventional technique in PTL 1, there is a problem more troublesome than the removal of impurities such as ammonia. The problem is how to handle biuret (C<sub>2</sub>H<sub>5</sub>N<sub>3</sub>O<sub>2</sub>: dimer of urea) that may be contained in an aqueous urea solution after a synthesis step. Biuret is also regulated in concentration in the standard of a high-purity aqueous urea solution for SCR, and must be suppressed to a certain amount or less. However, biuret is not a general impurity having a different chemical composition, and therefore, the separation is difficult. Consequently, once generated biuret exists with urea after a synthesis step in a urea production process.</p>', '<p id=""p-0010"" num=""0009"">Furthermore, an additional problem of biuret also exists in addition to the difficulty of separation from an aqueous urea solution. The additional problem is that the generated quantity of biuret changes according to operation conditions of a plant, even if the urea production plant is the same. The additional problem will be described in detail below.</p>', '<p id=""p-0011"" num=""0010"">Biuret is generated by heating a urea synthesis liquid or an aqueous urea solution after a urea synthesis step at high temperatures, and a generated quantity becomes larger as an operation time at high temperatures becomes longer. In a general urea plant, a process design and an equipment design are performed based on a design production quantity, and the optimum operation condition is set. Furthermore, under the optimum condition, the influence of the problem of biuret is small. However, due to a shortage of a raw material, performance deterioration of equipment or the like, a situation is not uncommon in which the operation needs to be performed at a production quantity lower than the design production quantity. Under an operation condition of a low production quantity, retention time of a urea synthesis liquid or an aqueous urea solution in equipment increases. The increase in the retention time brings about a state in which biuret is generated easily. Accordingly, even if a plant generates a small quantity of biuret in an aqueous urea solution under an operation condition for a design production quantity, biuret might be generated excessively as a result of the change in the operation condition.</p>', '<p id=""p-0012"" num=""0011"">The conventional method for producing a high-purity aqueous urea solution having been described cannot cope with the increase in a biuret concentration due to the change in an operation condition. The present invention provides a method for producing a high-purity aqueous urea solution suitable as a reducing agent for SCR in a urea production plant. The method utilizes an aqueous urea solution after urea synthesis in the urea production plant for production of a high-purity aqueous urea solution. Furthermore, the method can produce a high-purity aqueous urea solution containing a small quantity of impurities and biuret. Here, concrete indicators of a high-purity aqueous urea solution in the present invention is that urea concentration is 32 to 33% by mass in an aqueous urea solution, biuret concentration is not more than 0.2% by mass, and concentration of impurities other than urea/water is not more than 0.4% by mass.</p>']"
67,US10173990B2,URAT1 inhibitor,utility,"['<p id=""p-0036"" num=""0034"">An object of the present invention is to provide an agent for treating or preventing gout or hyperuricemia which has an excellent uric acid excretion promoting action, does not cause severe side effects such as liver failure and cardiac toxicity, and has high safety.</p>', '<p id=""p-0037"" num=""0035"">Further, another object of the present invention is to provide an agent for treating or preventing gout or hyperuricemia which has an excellent uric acid excretion promoting action and has further excellent solubility and metabolic stability.</p>']"
68,US10173992B2,"Polymerizable compound, polymerizable composition, polymer, optically anisotropic body, and method for producing polymerizable compound",utility,"['<p id=""p-0012"" num=""0010"">The invention was conceived in view of the above situation. An object of the invention is to provide a polymerizable compound, a polymerizable composition, and a polymer that have a practical low melting point, exhibit excellent solubility in a general-purpose solvent, and can produce an optical film that can be produced at low cost, exhibits low reflected luminance, and achieves uniform conversion of polarized light over a wide wavelength band, an optically anisotropic article, a carbonyl compound that is useful as a raw material for producing the polymerizable compound, a method for producing the polymerizable compound using the carbonyl compound, and a method for using the carbonyl compound as a raw material for producing the polymerizable compound.</p>']"
69,US10174001B2,Crystals of 5-cyclopropyl-2-((1-(3-fluorobenzyl)-1H-indol-5-yl)amino)nicotinic acid,utility,"['<p id=""p-0004"" num=""0003"">Compound A as produced according to the production method described in Patent Document 1 was amorphous.</p>', '<p id=""p-0005"" num=""0004"">A subject of the present invention is to provide a novel crystal of Compound A having excellent stability and being useful for an active pharmaceutical ingredient of pharmaceuticals.</p>']"
70,US10174025B2,Pyrazole derivative manufacturing method,utility,"['<p id=""p-0019"" num=""0019"">The purpose of the present invention is to provide an efficient manufacturing method that is suitable for large scale synthesis or industrial manufacturing of a 4-heteroaryl-N-(2-phenyl-[1,2,4]triazolo[1,5-a]pyridin-7-yl)-1H-pyrazole-5-carboxylic acid amide derivative represented by formula (I), and especially a novel manufacturing method by which a compound represented by formula (I) is manufactured without using a 7-amino-[1,2,4]triazolo[1,5-a]pyridine derivative represented by formula (iii) when obtaining this derivative in large scale or industrial manufacturing; and an intermediate that is useful for this manufacturing method.</p>']"
71,US10174040B2,Pyrrolopyrimidine compound or salt thereof and compositions containing the pyrrolopyrimidine compound or salt thereof,utility,"['<p id=""p-0009"" num=""0015"">An object of the present invention is to provide a novel pyrrolopyrimidine compound or a salt thereof having NAE inhibitory action, a cell growth inhibitory effect, and attenuated carbonic anhydrase II inhibitory activity. Another object of the present invention is to provide a pharmaceutical preparation useful for preventing and/or treating NAE-related diseases, particularly tumors, based on its NAE inhibitory action.</p>']"
72,US10174047B2,"Thienodiazepine derivatives or pharmaceutically acceptable salts thereof, and pharmaceutical composition including the same as an active ingredient",utility,"['<p id=""p-0014"" num=""0013"">It is an object of the present invention to provide novel thienodiazepine derivatives, and pharmaceutically acceptable salts thereof, that exhibit selective inhibition activities against protein kinases.</p>', '<p id=""p-0015"" num=""0014"">It is another object of the present invention to provide a pharmaceutical composition for prevention or treatment of abnormal cell growth diseases, containing the thienodiazepine derivatives or pharmaceutically acceptable salts thereof as an active ingredient.</p>']"
73,US10174133B2,"Modified styrene-butadiene copolymer, preparation method thereof, and rubber composition including the same",utility,"['<p id=""p-0014"" num=""0013"">According to an aspect of the present invention to solve the limitations of the conventional technique, a modified styrene-butadiene copolymer having a high modification ratio is provided.</p>', '<p id=""p-0015"" num=""0014"">According to another aspect of the present invention, a method of preparing the modified styrene-butadiene copolymer is provided.</p>', '<p id=""p-0016"" num=""0015"">According to further another aspect of the present invention, a rubber composition including the modified styrene-butadiene copolymer is provided.</p>', '<p id=""p-0017"" num=""0016"">Also, according to another aspect of the present invention, a tire manufactured using the rubber composition is provided.</p>', '<p id=""p-0018"" num=""0017"">Further, according to another aspect of the present invention, a useful modifier for preparing the modified styrene-butadiene copolymer is provided.</p>']"
74,US10174149B2,"Cyanic acid ester compound and method for producing same, resin composition, and cured product",utility,"['<p id=""p-0012"" num=""0010"">As described above, a practical cured product of a cyanic acid ester compound that possesses low thermal expansion, flame retardance, and heat resistance at high levels has not yet been obtained by using a cyanic acid ester compound having solvent solubility.</p>', '<p id=""p-0013"" num=""0011"">The present invention has been made in light of the problems described above, and an object of the present invention is to provide a novel cyanic acid ester compound that has a low rate of thermal expansion, can provide a cured product having excellent flame retardance and heat resistance, and has excellent solvent solubility, and a method for producing the same, a resin composition comprising the cyanic acid ester compound, a cured product of the resin composition, and a prepreg, a metal foil-clad laminate, a resin sheet, a printed circuit board, a material for encapsulation, a fiber-reinforced composite material, and an adhesive comprising the resin composition.</p>', '<p id=""p-0014"" num=""0012"">Another object of the present invention is to provide a resin composition that has low water absorbability and can provide a cured product excellent in moisture-absorbing heat resistance and heat resistance, a cured product of the resin composition, and a prepreg, a metal foil-clad laminate, a resin sheet, a printed circuit board, a material for encapsulation, a fiber-reinforced composite material, and an adhesive comprising the resin composition.</p>']"
75,US10174165B2,Poly(amic acid) composition and polyimide composition,utility,"['<p id=""p-0013"" num=""0012"">Accordingly, it is an object of the present disclosure to provide a polyimide composition that is useful for electronic substrate materials, retains high heat resistance and mechanical strength intrinsic to polyimides, and has a lower dielectric constant and dielectric loss tangent.</p>']"
76,US10174166B2,"Polyimide precursor, polyimide, varnish, polyimide film, and substrate",utility,"['<p id=""p-0017"" num=""0019"">The present invention was made in view of the circumstances as described above, and an object thereof is to improve the coefficient of linear thermal expansion of a polyimide in which an alicyclic tetracarboxylic dianhydride is used as the tetracarboxylic acid component.</p>', '<p id=""p-0018"" num=""0020"">In other words, an object of the present invention is to provide a polyimide having excellent properties such as high transparency, bending resistance and high heat resistance, and having a very low coefficient of linear thermal expansion; and a precursor thereof.</p>']"
77,US10174167B2,Polyimide resin,utility,"['<p id=""p-0013"" num=""0018"">The polyimide resin, however, is demanded to be further enhanced in heat aging resistance.</p>', '<p id=""p-0014"" num=""0019"">An object of the present invention is to provide a novel polyimide resin excellent in molding processability and heat resistance, and particularly excellent in heat aging resistance.</p>']"
78,US10174170B2,Method for producing liquid high-purity polyhydric alcohol derivative-modified silicone or composition thereof,utility,"['<p id=""p-0046"" num=""0045"">The present invention has been achieved to solve the above problems, and an object thereof is to provide a production method of a liquid high-purity polyhydric alcohol derivative-modified silicone or a composition thereof useful for production on a commercial scale.</p>', '<p id=""p-0047"" num=""0046"">Particularly, the present invention can be applied regardless of the type of the polyhydric alcohol modifier, and an object thereof is to provide a technique of increasing the purity of a liquid polyhydric alcohol derivative-modified silicone which can easily cope with the production on a commercial scale.</p>', '<p id=""p-0048"" num=""0047"">Moreover, an object of the present invention is to provide a liquid high-purity polyhydric alcohol derivative-modified silicone or a composition thereof whose appearance is transparent or translucent since a large amount of hydrophilic impurities are removed.</p>', '<p id=""p-0049"" num=""0048"">Particularly, an object of the present invention is to provide a high-purity polyhydric alcohol derivative-modified silicone or its composition that has a high transparency, the high transparency being maintained even after the temperature history has elapsed or after storage over a long period of time, and that is in liquid form and almost free from the concern of giving rise to problems of separation and sedimentation, etc.</p>', '<p id=""p-0050"" num=""0049"">A further object of the present invention is to use such a liquid high-purity polyhydric alcohol derivative-modified silicone or its composition in an external use preparation, cosmetics, or various industrial materials.</p>']"
79,US10174172B2,"Joined body joined by chemical bonding at material interface, and joining method for joined body",utility,"['<p id=""p-0009"" num=""0008"">An object of the present invention is to provide a joined body that can be produced without an adhesive and that has no risk of detachment from the joining surfaces; and a method for producing the joined body. Further, another object of the present invention is to provide a reversible joined body that enables control of joining and dissociation; and a method for producing the reversible joined body.</p>']"
80,US10174178B2,Polyolefin resin foam sheet and adhesive tape,utility,"['<p id=""p-0006"" num=""0005"">Incidentally, with the miniaturization of electronic equipment in recent years, a resin foam sheet used in electronic equipment applications has also been reduced in thickness and width. Thus, it is required that even a thin and narrow resin foam sheet have high impact-absorbing properties and impact resistance. In order to improve the impact-absorbing properties and impact resistance of a resin foam material, it is expected, for example, to improve flexibility by increasing the expansion ratio and to increase rigidity by increasing the degree of crosslinking. However, a thin resin foam sheet cannot obtain sufficient impact-absorbing properties and impact resistance by simply adjusting the expansion ratio and the degree of crosslinking, and further improvement is desired.</p>', '<p id=""p-0007"" num=""0006"">Further, since a touch-sensitive display device is often used in the electronic equipment described above, defects are liable to be generated by the influence of static electricity; for example, the display device will not light up. Therefore, it is also required that a foam sheet have withstand voltage properties.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been made in view of the above conventional circumstances, and an object of the present invention is to provide a thin polyolefin resin foam sheet which is excellent in impact-absorbing properties and impact resistance and has withstand voltage properties, and an adhesive tape using the same.</p>']"
