,publication_number,patent_title,appl_type,positive_text
53,US10167900B2,Taper roller bearing,utility,"['<p id=""p-0015"" num=""0014"">According to the present invention, it is possible to suppress the outflow of the lubricating oil from a space between the large flange of the inner ring that is the outflow side of the lubricating oil and the large-diameter annular portion of the cage, and to allow the lubricating oil to remain in the vicinity of the large flange. In addition, it is possible to use the lubricating oil as the lubricating oil between the large flange and the taper roller, and to reduce sliding friction resistance between the large flange and the taper roller.</p>', '<p id=""p-0016"" num=""0015"">According to the present invention, by forming the labyrinth structure having a clearance having different steps between the large flange of the inner ring that is the outflow side of the lubricating oil and the large-diameter annular portion of the cage, it is possible to improve a function of suppressing the outflow of the lubricating oil on the inside of the bearing.</p>', '<p id=""p-0017"" num=""0016"">According to the present invention, as the annular opening portion which is the inflow side of the lubricating oil is blocked having a fine clearance by the small-diameter annular portion of the cage, it is possible to suppress the inflow of the lubricating oil to the inside of the bearing. Therefore, the outflow increases compared to the inflow of the lubricating oil, there is a possibility that the inside of the bearing becomes a poor lubrication state, but according to the labyrinth structure, it is possible to hold the lubricating oil, and to use the lubricating oil as the lubricating oil between the large flange and the taper roller.</p>', '<p id=""p-0018"" num=""0017"">Accordingly, in order to reduce rolling viscosity resistance or agitating resistance, it is possible to reduce sliding friction resistance giving the lubricating oil at a necessary part while suppressing the inflow of the lubricating oil to the inside of the bearing by the small-diameter annular portion.</p>', '<p id=""p-0019"" num=""0018"">According to the present invention, at the annular opening portion formed between the large flange of the inner ring that is the outflow side of the lubricating oil and the end portion on the other axial side of the outer ring, on the outer ring side, it is possible to promote the discharge of the lubricating oil on the inside of the bearing by the cut-out portion. Meanwhile, on the inner ring side, as described above, it is possible to allow the lubricating oil to remain in the vicinity of the large flange, and to use the lubricating oil as the lubricating oil between the large flange and the taper roller.</p>', '<p id=""p-0020"" num=""0019"">Accordingly, in order to reduce rolling viscosity resistance or agitating resistance, it is possible to reduce sliding friction resistance giving the lubricating oil at a necessary part while promoting the outflow of the lubricating oil on the inside of the bearing by the cut-out portion.</p>', '<p id=""p-0021"" num=""0020"">According to the present invention, it is possible to reduce sliding friction resistance between the taper roller and the inner ring, and accordingly, it is possible to reduce energy loss in an apparatus in which the taper roller bearing is used.</p>']"
54,US10168068B2,Air-conditioning apparatus,utility,"['<p id=""p-0015"" num=""0014"">The air-conditioning apparatus according to the one embodiment of the present invention is capable of preventing excessive increase in discharge temperature of the compressor in both of the cooling operation and the heating operation. Thus, according to the air-conditioning apparatus of the one embodiment of the present invention, it is possible to prevent damage to the compressor, extend the life of the compressor, and to exert required heating capacity in the heating operation under low outside air temperature.</p>']"
55,US10168069B2,Air-conditioning apparatus,utility,"['<p id=""p-0012"" num=""0012"">The air-conditioning apparatus according to the embodiment of the present invention includes the internal heat exchanger that includes the first flow passage guiding the refrigerant flowing between the evaporator and the compressor, the second flow passage guiding the refrigerant flowing between the heat source side heat exchanger and the expansion device, and the third flow passage guiding the refrigerant flowing between the expansion device and the use side heat exchanger. The internal heat exchanger is configured to exchange heat between the refrigerant flowing through the first flow passage and the refrigerant flowing through the second flow passage in the cooling operation and exchange heat between the refrigerant flowing through the first flow passage and the refrigerant flowing through the third flow passage in the heating operation. Thus, with the air-conditioning apparatus according to the embodiment of the present invention, only by using a single internal heat exchanger and a single expansion device, the degree of subcooling of the refrigerant flowing from the condenser can be increased to improve the performance of the refrigeration cycle in both the cooling operation and the heating operation. Consequently, with the air-conditioning apparatus according to the embodiment of the present invention, the cost and space can be reduced compared to the related art air-conditioning apparatus.</p>']"
56,US10168096B2,Refrigerator,utility,"['<p id=""p-0024"" num=""0023"">According to at least one embodiment of the disclosure, the door for opening and closing the storage chamber of the refrigerator is partially transparent and the inner space of the storage chamber provided in the refrigerator may be visible even unless the door is open.</p>', '<p id=""p-0025"" num=""0024"">Furthermore, the door may be automatically transparent and the lighting device is automatically operated when it is sensed that the user approaches the refrigerator door.</p>', '<p id=""p-0026"" num=""0025"">Still further, the door looks the same color or design as the other region of the refrigerator even in an opaque state, such that the variable transparency unit of the door may not be distinguished from a neighboring region. Accordingly, a clean and neat exterior appearance can be realized.</p>']"
57,US10168106B2,Heat exchanger,utility,"['<p id=""p-0017"" num=""0016"">In accordance with the present invention, the liquefied gas and the deposited substance which are generated in the heat exchange chamber by heat exchange between the liquid hydrogen and the gas to be cooled can be collected into the tray, and the liquefied gas can be discharged from the tray to the outside area of the heat exchange chamber. Therefore, it becomes possible to realize a heat exchanger which is suitable for the heat exchange between the liquid hydrogen and the gas to be cooled.</p>']"
58,US10168140B2,Light detection module for OCT device and OCT device,utility,"['<p id=""p-0019"" num=""0018"">According to the one aspect of the present invention, a light detecting module for an OCT instrument and an OCT instrument that can sufficiently reduce fixed pattern noise can be provided.</p>']"
59,US10168195B2,Thermal flow meter capable of measuring flow rates in forward flow and reverse flow directions,utility,"['<p id=""p-0012"" num=""0011"">According to the present invention, a thermal flow meter capable of accurately measuring the flow rates of the gas flowing in the forward direction and the backward direction can be provided.</p>']"
60,US10168208B2,"Light amount detection device, immune analyzing apparatus and charged particle beam apparatus that each use the light amount detection device",utility,"['<p id=""p-0010"" num=""0009"">Discriminating a dark current pulse from floor noises enables to enhance the accuracy of the base voltage, and thus to enhance the accuracy of light detection.</p>']"
61,US10168213B2,Spectroscopic sensor including interference filter unit having silicon oxide cavity,utility,"['<p id=""p-0015"" num=""0014"">The present invention can provide a highly reliable spectroscopic sensor.</p>']"
62,US10168277B2,Refractive index measuring device,utility,"['<p id=""p-0015"" num=""0014"">According to one aspect of the present invention, a device configuration can be simplified and measurement accuracy of a refractive index can be improved.</p>']"
63,US10168281B2,Multicolor fluorescence analysis device,utility,"['<p id=""p-0012"" num=""0012"">The present invention can provide a multicolor fluorescence analysis device capable of quickly and reliably identifying fluorescence emitted from a plurality of types of fluorescent dyes having different fluorescence wavelengths. Therefore, the multicolor fluorescence analysis device can be appropriately used for fluorescence analysis of living body-related substances such as DNAs and RNAs labeled with fluorescent dyes.</p>']"
64,US10168285B2,"Production method for separator sheet, production method for separator, separator sheet wound body, and separator sheet production device",utility,"['<p id=""p-0040"" num=""0039"">The present invention produces the effect of easily specifying the position of a defect in a separator wound around a core.</p>']"
65,US10168286B2,Defect observation device and defect observation method,utility,"['<p id=""p-0014"" num=""0013"">According to the present invention, it is possible to provide a defect observation device which performs defect detection with stable throughput and high accuracy.</p>', '<p id=""p-0015"" num=""0014"">Objects, configurations, and effects other than those described above will become apparent through description of the following embodiments.</p>']"
66,US10168289B2,Method for evaluating crosslink concentration in crosslinked rubber,utility,"['<p id=""p-0017"" num=""0018"">Since the evaluation method of the present invention involves small-angle X-ray scattering or small-angle neutron scattering using measurement samples prepared by swelling a crosslinked rubber to different degrees of swelling, it enables evaluation of crosslink concentration in the crosslinked rubber. In particular, the method makes it possible to evaluate relative crosslink concentration in the polymer network inhomogeneities present in the crosslinked rubber by using a relation between the overall degrees of swelling and the sizes of polymer network inhomogeneities determined by small-angle X-ray scattering or small-angle neutron scattering of two or more swollen crosslinked rubbers with different degrees of swelling.</p>']"
67,US10168290B2,X-ray fluorescence spectrometer,utility,"['<p id=""p-0019"" num=""0018"">According to the present invention, the first introduction means and the second introduction means are provided, and helium gas is introduced from the introduction port for the primary X-ray and the detection port for the detector that are opened parts of the analysis chamber. Hence, in the insides of these opened parts where gas replacement is conventionally difficult, the atmosphere can be efficiently replaced with helium gas. Accordingly, the time before the fluorescent X-ray intensity of each light element detected by the detector becomes stable from a helium gas introduction start can be reduced, the analysis time can be reduced, and the analysis processing capability can be enhanced.</p>', '<p id=""p-0020"" num=""0019"">Moreover, the helium gas replacement rates of the introduction port for the primary X-ray and the detection port for the detector are enhanced compared with those in conventional cases. Hence, the fluorescent X-ray intensity of each light element detected by the detector increases, and the analysis sensitivity and the analysis precision can be enhanced.</p>', '<p id=""p-0021"" num=""0020"">Further, unlike conventional X-ray fluorescence spectrometers, a member that absorbs X-rays does not exist on the optical paths of the primary X-ray and the fluorescent X-ray. Hence, decrease in the intensity of the primary X-ray radiated to the sample and in the intensity of the fluorescent X-ray that is emitted from the sample and is detected by the detector is prevented, and the qualitative/quantitative analysis precision of light element components whose atomic number is less than 23 in the sample is further enhanced.</p>']"
68,US10168314B2,"Live cell analysis apparatus, method for analyzing live cells, system for analyzing live cells and non-transitory data storage medium",utility,"['<p id=""p-0032"" num=""0032"">According to the present disclosure, a refractory period of cardiomyocytes, which is to be evaluated, can be derived without staining. It should be noted that the effects described here are not necessarily limited, and only any of the effects described in the present disclosure may be achieved.</p>']"
69,US10168361B2,Current sensor and measuring apparatus,utility,"['<p id=""p-0012"" num=""0011"">With the current sensor according to claim <b>1</b> and the measuring apparatus according to claim <b>2</b>, the input terminal of the constant impedance filter is connected to the other end of the coil, the output terminal of the filter is directly connected to one end of the transmission path, and the filter is set so that the impedance when looking from the input terminal toward the terminating resistance is the same value as the characteristic impedance of the transmission path.</p>', '<p id=""p-0013"" num=""0012"">When an LC filter (low pass filter) that does not attenuate the amplitude of the output signal is used as the noise filter, undesirable peaks occur in the vicinity of the cutoff frequency in the frequency characteristics of the LC filter due to resonance caused by the parasitic capacitance of the coil and by the inductors that construct the LC filter (peaks such as that depicted by the broken line in <figref idref=""DRAWINGS"">FIG. 4</figref>). However, according to the present current sensor and measuring apparatus, by using a constant impedance filter as the noise filter, since the impedance when looking from the input terminal of the constant impedance filter toward the terminating resistance appears as a resistance component, it is possible to suppress the occurrence of peaks like that described above due to the parasitic capacitance of the coil, and possible to transmit the detection current outputted from the coil via the transmission path to the terminating resistance with a substantially constant amplitude while reliably eliminating the noise components (i.e., high-frequency noise) included in the detection current at the filter and with hardly any attenuation in the frequency components (the base frequency components of the measured current) that compose the detection current, and to convert the detection current to the detection voltage at the terminating resistance. By doing so, according to the present current sensor and measuring apparatus, since it is possible to output the detection voltage to the measurer with a favorable S/N ratio, it is possible to measure the current value of the measured current at the measurer with high precision.</p>']"
70,US10168380B2,"Semiconductor device evaluation jig, semiconductor device evaluation apparatus, and semiconductor device evaluation method",utility,"['<p id=""p-0012"" num=""0012"">In accordance with the present invention, the through hole is formed in the base, and therefore, the semiconductor device can be secured to and in close contact with the base by vacuum suction from the stage. Accordingly, the temperature of the semiconductor device can be detected by the temperature detecting element through the electrically conductive base, and thus the temperature of the semiconductor device can precisely be detected.</p>', '<p id=""p-0013"" num=""0013"">Moreover, the first electrode pad which is electrically connected to the temperature detecting element is formed in the first surface side. Accordingly, use of the semiconductor device evaluation jig of the present invention enables use of an existing semiconductor device evaluation apparatus and thereby enables precise detection of the temperature of the semiconductor device in the above-described manner. A new semiconductor device evaluation apparatus is thus unnecessary to prepare.</p>']"
71,US10168403B2,Magnetic resonance imaging apparatus,utility,"['<p id=""p-0012"" num=""0011"">According to the present invention, because a dynamic range of an NMR signal to be measured is narrowed and reception gain for the said NMR signal can be increased, a ratio of noise superimposed in a reception system can be reduced, which also reduces a quantization error in AD conversion. Therefore, highly accurate images with a high SNR can be obtained without extending the measurement time or increasing the hardware costs and the software processing costs.</p>']"
72,US10168472B2,"Optical receptacle, optical communications transceiver module, and method for producing optical receptacle",utility,"['<p id=""p-0024"" num=""0023"">In the optical receptacle according to an embodiment of the present invention, the optical component assembly includes a tubular member and a light guide member retained by the tubular member. The tubular member includes a projection extending outward of an outer peripheral surface of the tubular member at one end thereof. The rear end portion of the sleeve is fitted to the light guide member. The sleeve has a tubular shape, and the inside diameter of the front end portion differs from the inside diameter of the rear end portion. The optical receptacle includes a tubular shell including a groove in a rear end portion thereof. The groove extends in an axial direction and turns and extends in a circumferential direction. The groove is engaged with the projection of the tubular member to secure the shell. In the optical receptacle, the tubular shell and sleeve are easily detached and reattached. Thus, after the optical receptacle is assembled into an optical communication transceiver module, the sleeve and the shell can be detached and reattached and therefore the optical receptacle is convertible.</p>', '<p id=""p-0025"" num=""0024"">As for the optical receptacle, in the case where the inside diameter of the front end portion of the sleeve is sized to allow the front end portion to fit to a 2.5 mm diameter ferrule, good coupling is achieved with, for example, an SC type optical connector including a 2.5 mm diameter plug ferrule.</p>', '<p id=""p-0026"" num=""0025"">As for the optical receptacle, in the case where the inside diameter of the rear end portion of the sleeve is sized to allow the rear end portion to fit to a 1.25 mm diameter ferrule, a small light guide member can be used.</p>', '<p id=""p-0027"" num=""0026"">As for the optical receptacle, in the case where the light guide member is a fiber stub including a ferrule and an optical fiber inserted through the ferrule, the light guide member has good coupling characteristics.</p>', '<p id=""p-0028"" num=""0027"">As for the optical receptacle, in the case where the ferrule is a 1.25 mm diameter ferrule, a sleeve that can fit to a 1.25 mm ferrule can be inserted and used.</p>', '<p id=""p-0029"" num=""0028"">The optical communications transceiver module according to an embodiment of the present invention includes one of the above-described optical receptacles. Thus, the optical communications transceiver module is provided which includes an optical receptacle that is convertible for plug ferrules having different diameters.</p>', '<p id=""p-0030"" num=""0029"">Furthermore, in the optical receptacle, the engagement between the projection of the optical component assembly and the groove of the shell can be released by rotating the shell in a circumferential direction and thereafter pulling the shell in an axial direction. Then, the sleeve can be pulled out. Then, another sleeve having a different diameter can be mounted to the light guide member. Then, a groove of another shell can be brought into engagement with the projection of the optical component assembly. The another shell covers the another sleeve. The rear end portion of the another shell and the rear end portion of the shell have a similar shape. Thus, the optical receptacle is convertible to another optical receptacle. Thus, even after being assembled into an optical communications transceiver module, the shell and the sleeve can be replaced, and therefore the optical receptacle portion can be converted to an optical receptacle of a standard using another sleeve and another shell and assembling can be performed.</p>', '<p id=""p-0031"" num=""0030"">Furthermore, in the optical receptacle, the engagement between the projection of the optical component assembly and the groove of the another shell can be released by rotating the another shell in a circumferential direction and thereafter pulling the another shell in an axial direction. Then, the another sleeve can be pulled out. Then, the sleeve can be mounted to the light guide member. Then, the groove of the shell can be brought into engagement with the projection of the optical component assembly. Thus, the optical receptacle is convertible. Thus, even after being assembled into an optical communications transceiver module, the another shell and the another sleeve can be replaced. Thus, an optical receptacle portion that conforms to a different standard can be assembled.</p>']"
73,US10168483B2,"Method for connecting optical waveguide and optical fiber, semiconductor optical device, and method for manufacturing semiconductor optical device having optical fiber connected thereto",utility,"['<p id=""p-0025"" num=""0024"">An aspect of the present invention makes it possible to prevent (i) an optical loss associated with mode field diameter conversion and (ii) deformation in a mode field converter.</p>']"
74,US10168499B2,Electronic module,utility,"['<p id=""p-0013"" num=""0012"">Since the electronic module according to the aspect of the present invention has the above-described structure, the fillet is reliably formed in an end portion of the joining material near the joining body. The fillet extends from the mounting electrode to the connecting circuit portion of the circuit board in the groove in the single side surface of the electronic device. Owing to the fillet, the thermal stress, for example, is reduced. Thus, an electronic module in which the reliability of connection between the electronic device and the circuit board can be increased can be provided.</p>']"
75,US10168521B2,Stimulated emission depletion microscope,utility,"['<p id=""p-0016"" num=""0015"">According to the STED microscope apparatus of one aspect of the present invention, user convenience related to resolution and required time can be improved.</p>']"
76,US10168569B2,"Display device, adhesive-layer-including light-diffusion member, and method of manufacturing the light-diffusion member",utility,"['<p id=""p-0012"" num=""0029"">As described in the foregoing, some aspects of the present invention can provide a display device, an adhesive-layer-including light-diffusion member, and a method of manufacturing such a light-diffusion member, wherein the light-diffusion member, when attached to a display medium via an adhesive layer, exhibits an improved adhesion strength for the display medium.</p>']"
77,US10168607B2,"Light source control apparatus, light source control method, and projector",utility,"['<p id=""p-0060"" num=""0059"">As described above, according to the present technology, it is possible to adjust the light amount of the light emitting units fast.</p>', '<p id=""p-0061"" num=""0060"">Note that the above-mentioned effects are not necessarily limitations, but any effect described in the present disclosure may be obtained.</p>']"
78,US10168689B2,Machine tool,utility,"['<p id=""p-0039"" num=""0038"">As described above, according to the present invention, when the operator manually moves a desired tool to the tool attachment/detachment position during a machining operation, if the operator makes an erroneous input into the manual operation device and thereby a tool holder holding a tool used in the machining operation is about to be called to the tool attachment/detachment position, an alarm is announced by the announcement part provided in the manual operation device; therefore, the operator can easily recognize his erroneous input. Further, the operator having recognized his erroneous input can take measures such as correcting the input to call a right tool holder to the tool attachment/detachment position. Taking such measures can prevent the occurrence of the conventional problem that the automatic tool change operation is interrupted and thereby the machining operation is interrupted.</p>']"
79,US10168702B2,Autonomous driving control device,utility,"['<p id=""p-0007"" num=""0006"">According to the present invention, traveling corresponding to the characteristics of autonomous driving can be performed.</p>']"
80,US10168728B2,"Power network system, power identification method, and power router",utility,"['<p id=""p-0035"" num=""0045"">According to the present invention, it is possible to provide a power network system, a power identification method, and a power router for recognizing a breakdown of power supply sources (i.e., identifying each of power supply sources) even when power output from a plurality of power supply sources is mixed and received in the mixed state.</p>']"
81,US10168784B2,"Information processing apparatus and method, and program",utility,"['<p id=""p-0025"" num=""0024"">According to the present technology, it is possible to present an operation input unit in a position in which a user may easily operate the operation input unit.</p>']"
82,US10168810B2,"Organic electroluminescent module, smart device, and illumination apparatus",utility,"['<p id=""p-0016"" num=""0015"">According to the above-described embodiments of the present invention, it is possible to obtain an organic electroluminescent module with a touch function, a smart device and an illumination apparatus using thereof, which allows for thinning of devices and reduction of production hours.</p>']"
83,US10168821B2,Mobile terminal and control method thereof,utility,"['<p id=""p-0029"" num=""0028"">The mobile terminal may display the screen information on the portion that the user faces on the display by considering the user\'s eyes. This may result in improvement of user convenience.</p>']"
84,US10168872B2,Method and apparatus for displaying and scrolling content,utility,"['<p id=""p-0014"" num=""0013"">Thus, according to an embodiment of the present disclosure, by changing a unit for content scrolling by a user operation based on change in the orientation of the device, a novel and improved information processing apparatus, information processing method, and computer program can be provided that facilitate the finding of content desired by the user.</p>']"
85,US10168919B2,System and data management method,utility,"['<p id=""p-0014"" num=""0013"">According to the present invention, it is possible to localize the influence of data loss, prevent the deterioration in the host I/O or the load balancing performance during rebuilding of data, and thereby improve the availability of the overall storage system.</p>']"
86,US10168934B2,Method and device for monitoring data integrity in shared memory environment,utility,"['<p id=""p-0008"" num=""0007"">In a feature of the present invention, there are provided a method and apparatus that can monitor integrity of data processed in the host system in a SoC environment.</p>', '<p id=""p-0009"" num=""0008"">In another feature of the present invention, there is provided a method that enables an apparatus monitoring data integrity in the host system to share a memory with the host system in such a manner as to efficiently use the system area and reduce power consumption.</p>', '<p id=""p-0010"" num=""0009"">In another feature of the present invention, the integrity monitoring apparatus is equipped with a controller for memory read and write for memory sharing with the host system, heightening monitoring reliability.</p>']"
87,US10168945B2,Storage apparatus and storage system,utility,"['<p id=""p-0013"" num=""0012"">According to one aspect of this invention, the failure rate can be reduced to suppress the frequency of maintenance and replacement by using low-cost consumer storage, thereby reducing the operational cost.</p>']"
88,US10168980B2,Information processing system and information processing method,utility,"['<p id=""p-0012"" num=""0011"">According to the present disclosure as described above, if the first and the second information processing devices are executing image display applications independently, the control unit is able to synchronize these image display applications. The technology according to the present disclosure may include any of the advantageous effects described in this specification, or other advantageous effects.</p>']"
89,US10169255B2,"Information-sharing device, method, and terminal device for sharing application information",utility,"['<p id=""p-0011"" num=""0010"">According to the present technology, a plurality of devices are allowed to share information about an application possessed by each device, whereby operations of the devices can be facilitated.</p>']"
90,US10169303B2,Management system for managing information system,utility,"['<p id=""p-0008"" num=""0007"">Even when the number of elements increases, the visibility does not worsen.</p>']"
91,US10169496B2,Springback amount evaluation method,utility,"['<p id=""p-0025"" num=""0025"">According to the present invention, independently of judgment by an operator, based on an objective index, an amount of springback is able to be evaluated, and thus an appropriate countermeasure against the springback is able to be implemented.</p>']"
92,US10169682B2,Image processing device,utility,"['<p id=""p-0037"" num=""0036"">According to the present invention, it is possible to easily and precisely separate a moving image that includes a mixture of frames belonging to different channels into moving images for the respective channels, regardless of the specifications of the moving image. That is, when one moving image includes a mixture of frames belonging to different channels, reproduction for each channel is possible regardless of specifications by which the moving image was recorded.</p>']"
93,US10169744B2,Payment system and payment terminal,utility,"['<p id=""p-0025"" num=""0024"">According to the invention, a payment means that is less likely to be selected by a user is temporarily disabled, and it is thus possible to prevent the occurrence of the problem that a payment means less likely to be selected by a user is recognized as a usable payment means in a terminal having a function of sequentially making inquiries about usable electronic values.</p>']"
94,US10169762B2,"Risk analysis device, risk analysis method and program storage medium",utility,"['<p id=""p-0035"" num=""0036"">A risk analysis device, a risk analysis method and a program according to the present invention enable a user to easily analyze legal or contractual risks in datacenter migration.</p>']"
95,US10169809B2,"Answer form processing system, answer form processing method and computer storage medium",utility,"['<p id=""p-0020"" num=""0019"">According to the embodiment of the present invention, the answer form is generated such that the plurality of lines respectively indicating the options to which one or more character are not added by the answerer are omitted, thereby saving display space and making the answer form visibly easy to examine.</p>']"
96,US10169866B2,Medical image processing and diagnostic image generation device for predetermined types of diagnostic information,utility,"['<p id=""p-0016"" num=""0015"">The present invention can reduce time and an effort expended by the user or a diagnostician in the quantitative diagnosis.</p>']"
97,US10169880B2,"Information processing apparatus, information processing method, and program",utility,"['<p id=""p-0065"" num=""0064"">As described above, according to the present technology, an information processing apparatus, an information processing method, and a program that self position estimation with high robustness can be provided.</p>']"
98,US10169916B2,Image processing device and image processing method,utility,"['<p id=""p-0012"" num=""0011"">According to the present disclosure, the disturbance of display of a virtual object can be prevented.</p>']"
99,US10169932B2,Anomality candidate information analysis apparatus and behavior prediction device,utility,"['<p id=""p-0010"" num=""0009"">According to the anomality candidate information analysis apparatus of the present invention, it is possible to analyze a dependence degree of anomality candidate information to environment information and operator information by extracting the stored anomality candidate information which is associated with monitoring object information, the environment information, and the operator information. Accordingly, it is possible to early confirm that the unexpected anomality occurs in the monitoring object such as the vehicle and it is possible to specify a cause.</p>']"
100,US10170039B2,Method for correcting display device and correction device for display device,utility,"['<p id=""p-0014"" num=""0013"">According to the method for correcting a display device in the present disclosure, the accuracy of a cumulative value of a pixel signal can be improved.</p>']"
101,US10170082B2,Image display device and image display method,utility,"['<p id=""p-0020"" num=""0019"">The present invention is designed to display an image list in which square-shaped images, precluding blanks, with the same size are aligned in a displayed area, thus improving visibility. Additionally, the present invention can perform high-speed processing because displayed images are produced using thumbnail image data, having the predetermined size and the predetermined aspect ratio, with a small data size.</p>']"
102,US10170083B2,"Display apparatus for control information, method for displaying control information, and system for displaying control information",utility,"['<p id=""p-0010"" num=""0009"">The control information display apparatus according to the present invention is capable of presenting the user with the control information necessary for achieving the presented control request.</p>']"
103,US10170150B2,Media playback apparatus and shutter mechanism,utility,"['<p id=""p-0010"" num=""0009"">According to this disclosure, a pair of protrusions is provided to be located between the spring and the arm to lift the spring away from the shutter at the closed position and the open position of the shutter. This causes the spring to come into contact with the protrusions to prevent natural vibration of the spring and thereby prevents noise, even in the case of swift shutting or opening of the shutter. The extension of the spring increases the force causing the shutter to be urged against the panel. This prevents shaking of the shutter even in the case of receiving external vibration, and thereby prevents noise caused by the shutter hitting the panel.</p>']"
104,US10170230B2,Power supply apparatus,utility,"['<p id=""p-0011"" num=""0010"">According to the present invention, it is possible to prevent a foreign object from reaching an electric transmission coil and thus to appropriately perform an electric supply process even when the foreign object is heated during electric supply.</p>']"
105,US10170260B2,Electromagnetic relay,utility,"['<p id=""p-0016"" num=""0015"">According to the present invention, at least one insulating rib is disposed between the magnetic pole portion of the iron core and the fixed contact and hence, an insulation distance becomes long whereby an electromagnetic relay having favorable insulating property can be obtained.</p>', '<p id=""p-0017"" num=""0016"">As an embodiment of the present invention, an insulating rib mounted on the inward facing surface of the spacer in a sidewardly projecting manner may be disposed in a direction toward the magnetic pole portion from the fixed contact.</p>', '<p id=""p-0018"" num=""0017"">According to the embodiment, the insulating rib mounted on the inward facing surface of the spacer in a sidewardly projecting manner is disposed between the magnetic core portion of the iron core and the fixed contact and hence, an insulation distance becomes long whereby an electromagnetic relay having favorable insulating property can be obtained.</p>', '<p id=""p-0019"" num=""0018"">As another embodiment of the present invention, an insulating rib mounted on the outward facing surface of the flange portion in a sidewardly projecting manner may be disposed in a direction and the magnetic pole portion from the fixed contact.</p>', '<p id=""p-0020"" num=""0019"">According to the embodiment, the insulating rib mounted on the outward facing surface of the flange portion in a sidewardly projecting manner is disposed between the magnetic core portion of the iron core and the fixed contact and hence, an insulation distance becomes long whereby an electromagnetic relay having favorable insulating property can be obtained.</p>', '<p id=""p-0021"" num=""0020"">As another embodiment of the present invention, the insulating rib mounted on the outward facing surface of the flange portion in a sidewardly projecting manner may be disposed such that the insulating rib intercepts a straight line which connects a distal end of the insulating rib mounted on an inward facing surface of the spacer in a sidewardly projecting manner and the magnetic pole portion with a shortest distance.</p>', '<p id=""p-0022"" num=""0021"">The embodiment can acquire an advantageous effect where a longer meandering space is formed and hence, an insulation distance becomes long whereby an electromagnetic relay having further favorable insulating property can be acquired.</p>']"
106,US10170269B2,Magnetron having a cooling structure,utility,"['<p id=""p-0009"" num=""0008"">According to the present invention, it is possible to provide a magnetron capable of cooling the plate-like vanes effectively.</p>']"
107,US10170271B2,X-ray generator and X-ray analyzer,utility,"['<p id=""p-0027"" num=""0026"">According to the X-ray generator of the present invention, the plurality of stop members of different heights are moved by the mobile platform moving means, which is a motor or the like, whereby one of the plurality of stop members can be selected, for use. As a result, positioning of the X-ray generation zones can foe carried out automatically, not manually.</p>', '<p id=""p-0028"" num=""0027"">Moreover, conventionally, the distal end surface of a check bolt was employed as a stopper in order to adjust the positions of three or more X-ray generation zones, and the position of the distal end surface of the check bolt was changed by varying the amount of threading of the check bolt. With this method, the position of the X-ray generation zones could not be adjusted automatically/with high accuracy.</p>', '<p id=""p-0029"" num=""0028"">By contrast, according to the X-ray generator of the present invention, any one of the plurality of stop members of different heights is interposed between the anode support body and the casing, whereby a plurality of X-ray generation zones located at a multitude of different positions on the anode can be positions finely and with high accuracy, with respect to the cathode.</p>']"
108,US10170273B2,"Charged particle beam device, and method of manufacturing component for charged particle beam device",utility,"['<p id=""p-0017"" num=""0016"">The vanadium-containing glass can realize a high vacuum inside a vacuum chamber as vacuum evacuation due to the getter effect is possible. In particular, when an optical device and so on of the charged particle beam device are coated with vanadium-containing glass, the high vacuum can be realized even in a portion with a low evacuation conductance by an external vacuum pump.</p>']"
109,US10170394B2,Semiconductor device,utility,"['<p id=""p-0016"" num=""0015"">According to the semiconductor device of the invention, it is possible to prevent the separation and insulation failure between the circuit board and the insulating plate, and it is possible to improve the degree of freedom of disposition of the circuit board.</p>']"
110,US10170400B2,Multi-finger transistor and semiconductor device,utility,"['<p id=""p-0011"" num=""0010"">According to the configuration of the present invention as described above, the multi-finger transistor has a symmetric shape within each cell, and can suppress the occurrence of a loop oscillation within the cell.</p>']"
111,US10170415B2,"Semiconductor device, semiconductor integrated circuit, and load driving device",utility,"['<p id=""p-0010"" num=""0009"">According to the present invention, current densities of transistors arranged to be distributed in a two-dimensional manner can be uniform.</p>']"
112,US10170433B2,"Insulated circuit board, power module and power unit",utility,"['<p id=""p-0011"" num=""0011"">According to the present invention, since the thin portion is provided in the corner portion of the first and second electrodes, increase in thermal stress in the first and second electrodes is suppressed even when the thickness of these electrodes is increased. Peeling off of the first and second electrodes caused by increased thermal stress can thereby be suppressed, and increase in thermal resistance can be suppressed. The insulated circuit board thereby has improved reliability.</p>']"
113,US10170547B2,Nanodevice,utility,"['<p id=""p-0011"" num=""0025"">According to the present invention, since at least one of the plurality of gate electrodes is used as a floating gate electrode, the state of electric charge of the nanoparticle can be controlled arbitrarily, allowing a multivalued memory to be constituted with a single nanodevice, and a rewritable logical operator to be constituted with a single nanodevice. The present invention is expected to be applied to an energy-saving single-electron flash memory and a logical operator.</p>']"
114,US10170674B2,LED device,utility,"['<p id=""p-0020"" num=""0019"">The LED device of the present invention includes a frame-shaped electrode that is arranged along the periphery of the bottom, and therefore the bottom of the LED device may be prevented from being stained by sealing the sides along which the frame-shaped electrode is arranged on the bottom of the LED device that is mounted on the mother substrate.</p>']"
